ISO3,Year,RuleOfLaw
LAO,2004,-1.409761
LBN,2004,-0.273518
LBR,2004,-1.509647
LBY,2004,-1.129678
LCA,2004,0.679285
LIE,2004,0.652777
LKA,2004,0.15313
LSO,2004,-0.239873
LTU,2004,0.361585
LUX,2004,1.681618
LVA,2004,0.351242
MAC,2004,0.97811
MAR,2004,-0.211905
MCO,2004,0.871677
MDA,2004,-0.233556
MDG,2004,-0.341846
MDV,2004,-0.735482
MEX,2004,-0.181895
MHL,2004,0.871677
MKD,2004,-0.31436
MLI,2004,-0.363834
MLT,2004,1.26233
MMR,2004,-1.817202
MNE,2004,0.153724
MNG,2004,0.132365
MOZ,2004,-0.648169
MRT,2004,-0.890168
MTQ,2004,0.648256
MUS,2004,0.865412
MWI,2004,-0.288102
MYS,2004,0.371129
NAM,2004,0.018302
NER,2004,-0.677165
NGA,2004,-1.238965
NIC,2004,-0.556636
NLD,2004,1.709509
NOR,2004,1.846199
NPL,2004,-0.847564
NRU,2004,0.871677
NZL,2004,1.779319
OMN,2004,0.504317
PAK,2004,-1.001333
PAN,2004,-0.012613
PER,2004,-0.379148
PHL,2004,-0.520148
PLW,2004,0.871677
PNG,2004,-0.440118
POL,2004,0.266952
PRI,2004,0.503945
PRK,2004,-1.390884
PRT,2004,1.187461
PRY,2004,-0.810764
PSE,2004,-0.411185
QAT,2004,0.453206
REU,2004,0.73072
ROU,2004,-0.150069
RUS,2004,-0.791672
RWA,2004,-0.870006
SAU,2004,-0.082652
SDN,2004,-1.535971
SEN,2004,-0.136985
SGP,2004,1.501368
SLB,2004,-0.305099
SLE,2004,-1.028407
SLV,2004,-0.46791
SMR,2004,0.871677
SOM,2004,-2.485423
SRB,2004,-0.745127
STP,2004,-0.461185
SUR,2004,-0.141368
SVK,2004,0.300885
SVN,2004,0.72852
SWE,2004,1.863578
SWZ,2004,-0.729392
SYC,2004,0.45743
SYR,2004,-0.740036
TCD,2004,-1.195335
TGO,2004,-1.043396
THA,2004,-0.043715
TJK,2004,-0.923144
TKM,2004,-1.188634
TLS,2004,-0.285248
TON,2004,-0.088938
TTO,2004,0.16949
TUN,2004,-0.160185
TUR,2004,0.137574
TUV,2004,0.668221
TWN,2004,0.997567
TZA,2004,-0.507009
UGA,2004,-0.710953
UKR,2004,-0.766334
URY,2004,0.590963
USA,2004,1.503353
UZB,2004,-1.075431
VCT,2004,0.723259
VEN,2004,-1.247263
VIR,2004,0.833799
VNM,2004,-0.740381
VUT,2004,0.536075
WSM,2004,0.534159
XKX,2004,0.590402
YEM,2004,-1.209029
ZAF,2004,0.132639
ZMB,2004,-0.470063
ZWE,2004,-1.740259
ABW,2005,0.788627
AND,2005,1.026312
AFG,2005,-1.762473
AGO,2005,-1.359236
AIA,2005,1.55399
ALB,2005,-0.664212
ANT,2005,0.788627
ARE,2005,0.084863
ARG,2005,-0.412794
ARM,2005,-0.333016
ASM,2005,1.043748
ATG,2005,0.783382
AUS,2005,1.717732
AUT,2005,1.819162
AZE,2005,-0.723941
BDI,2005,-1.157865
BEL,2005,1.287482
BEN,2005,-0.403999
BFA,2005,-0.517369
BGD,2005,-0.95175
BGR,2005,-0.116097
BHR,2005,0.288017
BHS,2005,1.53268
BIH,2005,-0.50206
BLR,2005,-0.927887
BLZ,2005,0.325993
BMU,2005,0.788627
BOL,2005,-0.603673
BRA,2005,-0.351771
BRB,2005,1.512334
BRN,2005,0.161658
BTN,2005,0.223155
BWA,2005,0.751192
CAF,2005,-1.4009
CAN,2005,1.665024
CHE,2005,1.886963
CHL,2005,1.329034
CHN,2005,-0.835058
CIV,2005,-1.540622
CMR,2005,-1.207395
COD,2005,-1.610088
COG,2005,-1.438946
COK,2005,0.561534
COL,2005,-0.559723
COM,2005,-0.967246
CPV,2005,0.605148
CRI,2005,0.618668
CUB,2005,-1.216429
CYM,2005,0.788627
CYP,2005,1.111577
CZE,2005,0.853241
DEU,2005,1.663252
DJI,2005,-0.99384
DMA,2005,0.825399
DNK,2005,1.765288
DOM,2005,-0.560229
DZA,2005,-0.743434
ECU,2005,-0.780186
EGY,2005,-0.213485
ERI,2005,-1.170344
ESP,2005,1.048705
EST,2005,0.955434
ETH,2005,-0.969752
FIN,2005,1.882336
FJI,2005,0.100117
FRA,2005,1.449337
FSM,2005,1.320192
GAB,2005,-0.415891
GBR,2005,1.557638
GEO,2005,-0.527715
GHA,2005,-0.051448
GIN,2005,-1.365272
GMB,2005,-0.49467
GNB,2005,-1.152065
GNQ,2005,-1.380881
GRC,2005,0.805756
GRD,2005,0.602911
GTM,2005,-0.917972
GUF,2005,0.788627
GUM,2005,1.043748
GUY,2005,-0.522948
HKG,2005,1.480713
HND,2005,-0.710262
HRV,2005,0.133911
HTI,2005,-1.733478
HUN,2005,0.916237
IDN,2005,-0.765256
IND,2005,0.169279
IRL,2005,1.61495
IRN,2005,-1.05846
IRQ,2005,-1.723215
ISL,2005,1.874135
ISR,2005,0.845699
ITA,2005,0.594204
JAM,2005,-0.199788
JOR,2005,0.16129
JPN,2005,1.206993
KAZ,2005,-0.838035
KEN,2005,-0.738039
KGZ,2005,-1.041148
KHM,2005,-1.317125
KIR,2005,0.883608
KNA,2005,0.922227
KOR,2005,0.915636
KWT,2005,0.48492
LAO,2005,-1.163299
LBN,2005,-0.348378
LBR,2005,-1.244446
LBY,2005,-1.169393
LCA,2005,0.874775
LIE,2005,1.093146
LKA,2005,0.095827
LSO,2005,-0.057067
LTU,2005,0.517897
LUX,2005,1.556786
LVA,2005,0.506724
MAC,2005,0.788627
MAR,2005,-0.437949
MCO,2005,1.269863
MDA,2005,-0.314665
MDG,2005,-0.288708
MDV,2005,-0.138339
MEX,2005,-0.20863
MHL,2005,1.208815
MKD,2005,-0.376913
MLI,2005,-0.239551
MLT,2005,1.521619
MMR,2005,-1.844593
MNE,2005,0.152284
MNG,2005,-0.18635
MOZ,2005,-0.563105
MRT,2005,-0.79198
MTQ,2005,0.788627
MUS,2005,0.938736
MWI,2005,-0.172469
MYS,2005,0.277233
NAM,2005,0.062016
NER,2005,-0.648355
NGA,2005,-1.266279
NIC,2005,-0.541818
NLD,2005,1.702348
NOR,2005,1.879306
NPL,2005,-0.886577
NRU,2005,1.269863
NZL,2005,1.793965
OMN,2005,0.307056
PAK,2005,-0.920186
PAN,2005,-0.077316
PER,2005,-0.476456
PHL,2005,-0.347457
PLW,2005,1.269863
PNG,2005,-0.706641
POL,2005,0.569705
PRI,2005,0.823891
PRK,2005,-1.373558
PRT,2005,1.146172
PRY,2005,-0.826852
PSE,2005,-0.718738
QAT,2005,0.392113
REU,2005,1.043748
ROU,2005,-0.091147
RUS,2005,-0.919405
RWA,2005,-0.841357
SAU,2005,-0.234286
SDN,2005,-1.637973
SEN,2005,-0.02772
SGP,2005,1.519886
SLB,2005,-0.530184
SLE,2005,-0.960197
SLV,2005,-0.498401
SMR,2005,1.390098
SOM,2005,-2.345327
SRB,2005,-0.877127
STP,2005,-0.416162
SUR,2005,-0.014156
SVK,2005,0.402923
SVN,2005,0.766715
SWE,2005,1.765015
SWZ,2005,-0.787026
SYC,2005,0.41142
SYR,2005,-0.780392
TCD,2005,-1.515189
TGO,2005,-1.158022
THA,2005,-0.053312
TJK,2005,-1.058833
TKM,2005,-1.550663
TLS,2005,-0.371305
TON,2005,0.602416
TTO,2005,0.19417
TUN,2005,-0.264191
TUR,2005,0.16326
TUV,2005,1.365404
TWN,2005,1.103632
TZA,2005,-0.357765
UGA,2005,-0.534254
UKR,2005,-0.781536
URY,2005,0.676161
USA,2005,1.576979
UZB,2005,-1.386295
VCT,2005,0.91602
VEN,2005,-1.279611
VIR,2005,1.043748
VNM,2005,-0.565088
VUT,2005,0.487946
WSM,2005,1.076472
XKX,2005,-0.068244
YEM,2005,-1.221423
ZAF,2005,0.178331
ZMB,2005,-0.385402
ZWE,2005,-1.871147
ABW,2006,0.785995
AND,2006,1.024798
AFG,2006,-1.839741
AGO,2006,-1.326343
AIA,2006,1.551359
ALB,2006,-0.611923
ANT,2006,0.785995
ARE,2006,0.049293
ARG,2006,-0.444897
ARM,2006,-0.459374
ASM,2006,1.041116
ATG,2006,0.920795
AUS,2006,1.737579
AUT,2006,1.919562
AZE,2006,-0.761157
BDI,2006,-1.009285
BEL,2006,1.216521
BEN,2006,-0.292298
BFA,2006,-0.40163
BGD,2006,-1.01093
BGR,2006,-0.069945
BHR,2006,0.175849
BHS,2006,1.240231
BIH,2006,-0.433569
BLR,2006,-1.161576
BLZ,2006,0.124734
BMU,2006,0.785995
BOL,2006,-0.881439
BRA,2006,-0.307378
BRB,2006,1.373603
BRN,2006,0.16051
BTN,2006,0.018183
BWA,2006,0.684721
CAF,2006,-1.494581
CAN,2006,1.802596
CHE,2006,1.789899
CHL,2006,1.289773
CHN,2006,-0.851522
CIV,2006,-1.431738
CMR,2006,-1.174877
COD,2006,-1.617117
COG,2006,-1.246511
COK,2006,0.552105
COL,2006,-0.552814
COM,2006,-0.965036
CPV,2006,0.76941
CRI,2006,0.536989
CUB,2006,-0.872869
CYM,2006,1.041116
CYP,2006,1.278593
CZE,2006,0.755668
DEU,2006,1.670566
DJI,2006,-0.946997
DMA,2006,0.824464
DNK,2006,1.984929
DOM,2006,-0.457974
DZA,2006,-0.772212
ECU,2006,-1.00964
EGY,2006,-0.284285
ERI,2006,-1.261698
ESP,2006,1.119671
EST,2006,1.076934
ETH,2006,-0.76151
FIN,2006,1.94336
FJI,2006,-0.090527
FRA,2006,1.257407
FSM,2006,1.31872
GAB,2006,-0.714449
GBR,2006,1.618216
GEO,2006,-0.329342
GHA,2006,0.21213
GIN,2006,-1.372627
GMB,2006,-0.419843
GNB,2006,-1.163329
GNQ,2006,-1.207254
GRC,2006,0.811886
GRD,2006,0.318832
GTM,2006,-0.922622
GUF,2006,0.785995
GUM,2006,1.041116
GUY,2006,-0.50137
HKG,2006,1.464612
HND,2006,-0.873849
HRV,2006,0.033828
HTI,2006,-1.494479
HUN,2006,0.962471
IDN,2006,-0.650663
IND,2006,0.226888
IRL,2006,1.62003
IRN,2006,-1.065094
IRQ,2006,-1.63218
ISL,2006,1.858096
ISR,2006,0.826549
ITA,2006,0.470502
JAM,2006,-0.246562
JOR,2006,0.148297
JPN,2006,1.275713
KAZ,2006,-0.928375
KEN,2006,-0.773166
KGZ,2006,-1.181788
KHM,2006,-1.317047
KIR,2006,0.911885
KNA,2006,0.920795
KOR,2006,0.843383
KWT,2006,0.343322
LAO,2006,-1.09877
LBN,2006,-0.488131
LBR,2006,-0.829926
LBY,2006,-1.141549
LCA,2006,0.873841
LIE,2006,1.238475
LKA,2006,0.066889
LSO,2006,-0.142599
LTU,2006,0.590593
LUX,2006,1.63989
LVA,2006,0.568793
MAC,2006,0.530874
MAR,2006,-0.378266
MCO,2006,1.267138
MDA,2006,-0.325289
MDG,2006,-0.307883
MDV,2006,-0.095147
MEX,2006,-0.208642
MHL,2006,1.126692
MKD,2006,-0.517517
MLI,2006,-0.267944
MLT,2006,1.508238
MMR,2006,-1.657086
MNE,2006,0.052239
MNG,2006,-0.220498
MOZ,2006,-0.495396
MRT,2006,-0.743501
MTQ,2006,0.785995
MUS,2006,0.866635
MWI,2006,-0.220824
MYS,2006,0.383504
NAM,2006,0.27048
NER,2006,-0.624536
NGA,2006,-1.106819
NIC,2006,-0.6183
NLD,2006,1.769152
NOR,2006,1.911178
NPL,2006,-0.708548
NRU,2006,1.267138
NZL,2006,1.809311
OMN,2006,0.307788
PAK,2006,-0.782821
PAN,2006,-0.061441
PER,2006,-0.514541
PHL,2006,-0.41465
PLW,2006,1.267138
PNG,2006,-0.685874
POL,2006,0.349138
PRI,2006,0.787606
PRK,2006,-1.455001
PRT,2006,1.036862
PRY,2006,-0.780071
PSE,2006,-0.777664
QAT,2006,0.504642
REU,2006,1.041116
ROU,2006,0.019926
RUS,2006,-0.943649
RWA,2006,-0.756246
SAU,2006,-0.129668
SDN,2006,-1.373052
SEN,2006,-0.22406
SGP,2006,1.43829
SLB,2006,-0.557544
SLE,2006,-0.871892
SLV,2006,-0.654569
SMR,2006,1.387374
SOM,2006,-2.490011
SRB,2006,-0.433132
STP,2006,-0.419126
SUR,2006,-0.207351
SVK,2006,0.430315
SVN,2006,0.788534
SWE,2006,1.857342
SWZ,2006,-0.608195
SYC,2006,0.303197
SYR,2006,-0.951246
TCD,2006,-1.555775
TGO,2006,-0.98252
THA,2006,-0.178878
TJK,2006,-1.151486
TKM,2006,-1.501056
TLS,2006,-1.160792
TON,2006,0.559483
TTO,2006,-0.039935
TUN,2006,-0.12435
TUR,2006,0.147626
TUV,2006,1.221254
TWN,2006,0.950552
TZA,2006,-0.420657
UGA,2006,-0.266143
UKR,2006,-0.705649
URY,2006,0.758455
USA,2006,1.581059
UZB,2006,-1.398493
VCT,2006,0.915086
VEN,2006,-1.448139
VIR,2006,1.041116
VNM,2006,-0.571666
VUT,2006,0.460606
WSM,2006,0.983282
XKX,2006,0.053371
YEM,2006,-0.963933
ZAF,2006,0.306624
ZMB,2006,-0.459118
ZWE,2006,-1.89361
ABW,2007,0.791183
AND,2007,1.312317
AFG,2007,-1.839481
AGO,2007,-1.330973
AIA,2007,1.556547
ALB,2007,-0.525449
ANT,2007,0.791183
ARE,2007,0.03614
ARG,2007,-0.464497
ARM,2007,-0.390588
ASM,2007,1.046304
ATG,2007,0.923618
AUS,2007,1.730051
AUT,2007,1.945546
AZE,2007,-0.715959
BDI,2007,-1.056897
BEL,2007,1.358273
BEN,2007,-0.259331
BFA,2007,-0.362036
BGD,2007,-0.884251
BGR,2007,-0.033193
BHR,2007,0.242935
BHS,2007,1.389665
BIH,2007,-0.415068
BLR,2007,-1.081969
BLZ,2007,0.096821
BMU,2007,0.791183
BOL,2007,-0.873115
BRA,2007,-0.312415
BRB,2007,1.452544
BRN,2007,0.378457
BTN,2007,0.192852
BWA,2007,0.735989
CAF,2007,-1.479497
CAN,2007,1.732916
CHE,2007,1.827
CHL,2007,1.292377
CHN,2007,-0.72761
CIV,2007,-1.404072
CMR,2007,-1.083864
COD,2007,-1.596726
COG,2007,-1.185539
COK,2007,0.281023
COL,2007,-0.439478
COM,2007,-0.963514
CPV,2007,0.769242
CRI,2007,0.527682
CUB,2007,-0.778867
CYM,2007,1.046304
CYP,2007,1.294483
CZE,2007,0.726053
DEU,2007,1.738766
DJI,2007,-0.895194
DMA,2007,0.908797
DNK,2007,2.010769
DOM,2007,-0.477023
DZA,2007,-0.735358
ECU,2007,-0.951089
EGY,2007,-0.274528
ERI,2007,-1.353755
ESP,2007,1.173757
EST,2007,1.122553
ETH,2007,-0.733551
FIN,2007,1.94112
FJI,2007,-0.670373
FRA,2007,1.304206
FSM,2007,1.27641
GAB,2007,-0.634752
GBR,2007,1.58306
GEO,2007,-0.227104
GHA,2007,0.199605
GIN,2007,-1.418297
GMB,2007,-0.356965
GNB,2007,-1.208578
GNQ,2007,-1.141362
GRC,2007,0.809293
GRD,2007,0.361919
GTM,2007,-0.922209
GUF,2007,0.536061
GUM,2007,1.046304
GUY,2007,-0.399173
HKG,2007,1.462846
HND,2007,-0.855017
HRV,2007,0.151981
HTI,2007,-1.398633
HUN,2007,0.893587
IDN,2007,-0.626457
IND,2007,0.194221
IRL,2007,1.652784
IRN,2007,-1.101757
IRQ,2007,-1.711641
ISL,2007,1.812065
ISR,2007,0.782024
ITA,2007,0.503455
JAM,2007,-0.158003
JOR,2007,0.270901
JPN,2007,1.256553
KAZ,2007,-0.823919
KEN,2007,-0.862507
KGZ,2007,-1.085217
KHM,2007,-1.229654
KIR,2007,0.855304
KNA,2007,0.923618
KOR,2007,1.028267
KWT,2007,0.423141
LAO,2007,-1.049359
LBN,2007,-0.594799
LBR,2007,-0.958981
LBY,2007,-1.069897
LCA,2007,0.875683
LIE,2007,1.525994
LKA,2007,0.01459
LSO,2007,-0.185199
LTU,2007,0.606743
LUX,2007,1.721869
LVA,2007,0.648169
MAC,2007,0.28094
MAR,2007,-0.383463
MCO,2007,1.27251
MDA,2007,-0.273657
MDG,2007,-0.306855
MDV,2007,-0.174411
MEX,2007,-0.293047
MHL,2007,1.21133
MKD,2007,-0.382971
MLI,2007,-0.135105
MLT,2007,1.563195
MMR,2007,-1.656511
MNE,2007,-0.02768
MNG,2007,-0.23355
MOZ,2007,-0.553065
MRT,2007,-0.599912
MTQ,2007,0.791183
MUS,2007,0.886619
MWI,2007,-0.164148
MYS,2007,0.298561
NAM,2007,0.278103
NER,2007,-0.632863
NGA,2007,-1.040425
NIC,2007,-0.662523
NLD,2007,1.787188
NOR,2007,1.87338
NPL,2007,-0.698497
NRU,2007,1.052262
NZL,2007,1.807159
OMN,2007,0.290925
PAK,2007,-0.800243
PAN,2007,-0.024005
PER,2007,-0.544217
PHL,2007,-0.449806
PLW,2007,1.27251
PNG,2007,-0.658152
POL,2007,0.473241
PRI,2007,0.791451
PRK,2007,-1.454205
PRT,2007,1.155339
PRY,2007,-0.776342
PSE,2007,-1.028546
QAT,2007,0.547629
REU,2007,1.046304
ROU,2007,0.044931
RUS,2007,-0.913977
RWA,2007,-0.684834
SAU,2007,-0.157464
SDN,2007,-1.403858
SEN,2007,-0.177297
SGP,2007,1.419882
SLB,2007,-0.585652
SLE,2007,-0.857014
SLV,2007,-0.68932
SMR,2007,1.392745
SOM,2007,-2.487072
SRB,2007,-0.264581
STP,2007,-0.364706
SUR,2007,-0.190099
SVK,2007,0.397177
SVN,2007,0.864242
SWE,2007,1.899568
SWZ,2007,-0.667059
SYC,2007,0.392132
SYR,2007,-0.90033
TCD,2007,-1.523035
TGO,2007,-0.99219
THA,2007,-0.214751
TJK,2007,-1.16434
TKM,2007,-1.444607
TLS,2007,-1.117472
TON,2007,0.502902
TTO,2007,0.042812
TUN,2007,-0.148011
TUR,2007,0.125037
TUV,2007,1.178944
TWN,2007,0.964167
TZA,2007,-0.370776
UGA,2007,-0.305873
UKR,2007,-0.654127
URY,2007,0.802519
USA,2007,1.560144
UZB,2007,-1.163248
VCT,2007,0.741334
VEN,2007,-1.645238
VIR,2007,0.791183
VNM,2007,-0.545441
VUT,2007,0.441674
WSM,2007,0.985158
XKX,2007,0.057188
YEM,2007,-0.958728
ZAF,2007,0.158732
ZMB,2007,-0.411299
ZWE,2007,-1.88301
ABW,2008,0.786387
AND,2008,1.309557
AFG,2008,-1.950021
AGO,2008,-1.253424
AIA,2008,1.551751
ALB,2008,-0.472656
ANT,2008,0.786387
ARE,2008,0.089033
ARG,2008,-0.678214
ARM,2008,-0.334892
ASM,2008,1.041509
ATG,2008,0.921009
AUS,2008,1.717234
AUT,2008,1.919932
AZE,2008,-0.753719
BDI,2008,-1.073482
BEL,2008,1.316197
BEN,2008,-0.348825
BFA,2008,-0.350167
BGD,2008,-0.829873
BGR,2008,-0.14695
BHR,2008,0.233755
BHS,2008,1.316341
BIH,2008,-0.465867
BLR,2008,-0.991605
BLZ,2008,0.032022
BMU,2008,0.786387
BOL,2008,-1.004597
BRA,2008,-0.247276
BRB,2008,1.49208
BRN,2008,0.444012
BTN,2008,0.362291
BWA,2008,0.776301
CAF,2008,-1.447707
CAN,2008,1.696766
CHE,2008,1.830644
CHL,2008,1.248799
CHN,2008,-0.69498
CIV,2008,-1.393742
CMR,2008,-1.025036
COD,2008,-1.585
COG,2008,-1.170465
COK,2008,0.263841
COL,2008,-0.408723
COM,2008,-1.034607
CPV,2008,0.733814
CRI,2008,0.550706
CUB,2008,-0.856016
CYM,2008,1.041509
CYP,2008,1.36198
CZE,2008,0.732948
DEU,2008,1.632293
DJI,2008,-0.763362
DMA,2008,0.831421
DNK,2008,1.953388
DOM,2008,-0.568226
DZA,2008,-0.754288
ECU,2008,-1.112375
EGY,2008,-0.214652
ERI,2008,-1.417591
ESP,2008,1.137442
EST,2008,1.130726
ETH,2008,-0.858252
FIN,2008,1.94956
FJI,2008,-0.672856
FRA,2008,1.310267
FSM,2008,0.527073
GAB,2008,-0.602971
GBR,2008,1.472491
GEO,2008,-0.227987
GHA,2008,0.096517
GIN,2008,-1.540546
GMB,2008,-0.51839
GNB,2008,-1.286678
GNQ,2008,-1.098835
GRC,2008,0.700803
GRD,2008,0.360216
GTM,2008,-0.945645
GUF,2008,0.531266
GUM,2008,1.041509
GUY,2008,-0.443492
HKG,2008,1.483329
HND,2008,-0.969658
HRV,2008,0.085624
HTI,2008,-1.19759
HUN,2008,0.776681
IDN,2008,-0.577289
IND,2008,0.161855
IRL,2008,1.6535
IRN,2008,-1.105404
IRQ,2008,-1.581518
ISL,2008,1.714643
ISR,2008,0.797601
ITA,2008,0.409463
JAM,2008,-0.164482
JOR,2008,0.276864
JPN,2008,1.225871
KAZ,2008,-0.790813
KEN,2008,-0.912434
KGZ,2008,-1.217608
KHM,2008,-1.242369
KIR,2008,0.413876
KNA,2008,0.921009
KOR,2008,0.894089
KWT,2008,0.39266
LAO,2008,-1.02587
LBN,2008,-0.498768
LBR,2008,-0.906837
LBY,2008,-1.014129
LCA,2008,0.931626
LIE,2008,1.523234
LKA,2008,-0.185382
LSO,2008,-0.180809
LTU,2008,0.515443
LUX,2008,1.698376
LVA,2008,0.647471
MAC,2008,0.456784
MAR,2008,-0.467206
MCO,2008,1.267544
MDA,2008,-0.29448
MDG,2008,-0.35237
MDV,2008,-0.224767
MEX,2008,-0.541293
MHL,2008,1.206612
MKD,2008,-0.310505
MLI,2008,-0.368467
MLT,2008,1.580558
MMR,2008,-1.692933
MNE,2008,-0.04476
MNG,2008,-0.343956
MOZ,2008,-0.58166
MRT,2008,-1.078074
MTQ,2008,0.786387
MUS,2008,0.94264
MWI,2008,-0.100364
MYS,2008,0.219517
NAM,2008,0.369474
NER,2008,-0.67597
NGA,2008,-0.999071
NIC,2008,-0.734583
NLD,2008,1.73227
NOR,2008,1.91276
NPL,2008,-0.747988
NRU,2008,1.047544
NZL,2008,1.82945
OMN,2008,0.362702
PAK,2008,-0.972412
PAN,2008,-0.080762
PER,2008,-0.579088
PHL,2008,-0.550236
PLW,2008,1.206612
PNG,2008,-0.681673
POL,2008,0.551863
PRI,2008,0.742869
PRK,2008,-1.491793
PRT,2008,1.097071
PRY,2008,-0.752711
PSE,2008,-0.994061
QAT,2008,0.51332
REU,2008,0.786387
ROU,2008,0.092573
RUS,2008,-0.975454
RWA,2008,-0.561598
SAU,2008,-0.191094
SDN,2008,-1.426334
SEN,2008,-0.218077
SGP,2008,1.418327
SLB,2008,-0.455944
SLE,2008,-0.864035
SLV,2008,-0.671414
SMR,2008,1.38778
SOM,2008,-2.466917
SRB,2008,-0.381913
STP,2008,-0.404918
SUR,2008,-0.168846
SVK,2008,0.47011
SVN,2008,0.869983
SWE,2008,1.92516
SWZ,2008,-0.520278
SYC,2008,0.325988
SYR,2008,-0.80327
TCD,2008,-1.567371
TGO,2008,-0.862323
THA,2008,-0.225444
TJK,2008,-1.178251
TKM,2008,-1.40145
TLS,2008,-0.965501
TON,2008,0.053753
TTO,2008,-0.029631
TUN,2008,-0.108621
TUR,2008,0.103572
TUV,2008,1.176262
TWN,2008,0.973956
TZA,2008,-0.393789
UGA,2008,-0.259179
UKR,2008,-0.644905
URY,2008,0.823964
USA,2008,1.581402
UZB,2008,-1.131023
VCT,2008,1.02765
VEN,2008,-1.740821
VIR,2008,0.786387
VNM,2008,-0.559886
VUT,2008,0.404879
WSM,2008,0.885757
XKX,2008,-0.051787
YEM,2008,-1.015734
ZAF,2008,0.077178
ZMB,2008,-0.33141
ZWE,2008,-1.892822
ABW,2009,1.416421
AND,2009,1.306225
AFG,2009,-1.847935
AGO,2009,-1.229773
AIA,2009,1.290841
ALB,2009,-0.405736
ANT,2009,0.780598
ARE,2009,0.127393
ARG,2009,-0.630526
ARM,2009,-0.433274
ASM,2009,1.03572
ATG,2009,0.917858
AUS,2009,1.697486
AUT,2009,1.788891
AZE,2009,-0.767354
BDI,2009,-1.210032
BEL,2009,1.227683
BEN,2009,-0.407245
BFA,2009,-0.249372
BGD,2009,-0.821567
BGR,2009,-0.139365
BHR,2009,0.196582
BHS,2009,0.916767
BIH,2009,-0.386452
BLR,2009,-0.95772
BLZ,2009,-0.110775
BMU,2009,0.780598
BOL,2009,-1.168705
BRA,2009,-0.205322
BRB,2009,1.171351
BRN,2009,0.659396
BTN,2009,0.186907
BWA,2009,0.716184
CAF,2009,-1.350346
CAN,2009,1.633841
CHE,2009,1.784598
CHL,2009,1.252374
CHN,2009,-0.70101
CIV,2009,-1.225264
CMR,2009,-1.051462
COD,2009,-1.615225
COG,2009,-1.213429
COK,2009,-0.390398
COL,2009,-0.46295
COM,2009,-1.1495
CPV,2009,0.685367
CRI,2009,0.626967
CUB,2009,-0.855817
CYM,2009,0.833892
CYP,2009,1.180908
CZE,2009,0.73871
DEU,2009,1.608339
DJI,2009,-0.758943
DMA,2009,0.892082
DNK,2009,1.873448
DOM,2009,-0.608576
DZA,2009,-0.799299
ECU,2009,-1.137028
EGY,2009,-0.20946
ERI,2009,-1.437189
ESP,2009,0.981018
EST,2009,1.011851
ETH,2009,-0.8914
FIN,2009,1.917826
FJI,2009,-0.894647
FRA,2009,1.242156
FSM,2009,0.525034
GAB,2009,-0.643357
GBR,2009,1.480499
GEO,2009,-0.174578
GHA,2009,0.040231
GIN,2009,-1.629508
GMB,2009,-0.633666
GNB,2009,-1.31645
GNQ,2009,-1.234092
GRC,2009,0.623138
GRD,2009,0.379758
GRL,2009,1.625028
GTM,2009,-0.911323
GUF,2009,1.11239
GUM,2009,1.03572
GUY,2009,-0.463178
HKG,2009,1.403453
HND,2009,-0.966267
HRV,2009,0.108355
HTI,2009,-1.219717
HUN,2009,0.612415
IDN,2009,-0.553058
IND,2009,0.150293
IRL,2009,1.542322
IRN,2009,-1.143467
IRQ,2009,-1.546085
ISL,2009,1.682452
ISR,2009,0.796654
ITA,2009,0.377082
JAM,2009,-0.309642
JOR,2009,0.112217
JPN,2009,1.309763
KAZ,2009,-0.735108
KEN,2009,-0.955781
KGZ,2009,-1.218392
KHM,2009,-1.224376
KIR,2009,0.346708
KNA,2009,0.917858
KOR,2009,0.927036
KWT,2009,0.317711
LAO,2009,-1.030348
LBN,2009,-0.644764
LBR,2009,-0.954131
LBY,2009,-1.179278
LCA,2009,0.930128
LIE,2009,1.676512
LKA,2009,-0.152023
LSO,2009,-0.179036
LTU,2009,0.529313
LUX,2009,1.697241
LVA,2009,0.572111
MAC,2009,0.714072
MAR,2009,-0.413999
MCO,2009,1.26155
MDA,2009,-0.341333
MDG,2009,-0.710808
MDV,2009,-0.142917
MEX,2009,-0.478466
MHL,2009,0.899928
MKD,2009,-0.292182
MLI,2009,-0.30953
MLT,2009,1.399665
MMR,2009,-1.699375
MNE,2009,-0.039215
MNG,2009,-0.251853
MOZ,2009,-0.576925
MRT,2009,-0.936789
MTQ,2009,0.780598
MUS,2009,0.910479
MWI,2009,-0.122294
MYS,2009,0.211654
NAM,2009,0.370152
NER,2009,-0.642442
NGA,2009,-1.004419
NIC,2009,-0.796028
NIU,2009,-0.704029
NLD,2009,1.671283
NOR,2009,1.870874
NPL,2009,-0.809673
NRU,2009,1.041849
NZL,2009,1.830641
OMN,2009,0.400404
PAK,2009,-0.892625
PAN,2009,-0.112323
PER,2009,-0.503791
PHL,2009,-0.632443
PLW,2009,1.200917
PNG,2009,-0.69819
POL,2009,0.536419
PRI,2009,0.795374
PRK,2009,-1.499526
PRT,2009,1.027719
PRY,2009,-0.734553
PSE,2009,-0.670216
QAT,2009,0.758066
REU,2009,0.780598
ROU,2009,0.119007
RUS,2009,-0.973326
RWA,2009,-0.624173
SAU,2009,-0.304433
SDN,2009,-1.393391
SEN,2009,-0.290372
SGP,2009,1.378354
SLB,2009,-0.571051
SLE,2009,-0.837596
SLV,2009,-0.692353
SMR,2009,1.381785
