ISO3,Year,RuleOfLaw
SOM,2009,-2.377069
SRB,2009,-0.411721
STP,2009,-0.559762
SUR,2009,-0.132851
SVK,2009,0.377413
SVN,2009,0.861806
SWE,2009,1.876371
SWZ,2009,-0.570582
SYC,2009,0.196225
SYR,2009,-0.7981
TCD,2009,-1.538427
TGO,2009,-0.883244
THA,2009,-0.284072
TJK,2009,-1.218943
TKM,2009,-1.403647
TLS,2009,-1.077909
TON,2009,0.007802
TTO,2009,-0.044417
TUN,2009,-0.137262
TUR,2009,0.068125
TUV,2009,1.173025
TWN,2009,0.916501
TZA,2009,-0.364254
UGA,2009,-0.332457
UKR,2009,-0.707687
URY,2009,0.83241
USA,2009,1.484039
UZB,2009,-1.220169
VCT,2009,1.026153
VEN,2009,-1.715168
VIR,2009,0.780598
VNM,2009,-0.60593
VUT,2009,0.421561
WSM,2009,0.759035
XKX,2009,-0.285564
YEM,2009,-1.087483
ZAF,2009,0.033481
ZMB,2009,-0.342657
ZWE,2009,-1.854826
ABW,2010,1.41589
AND,2010,1.305241
AFG,2010,-1.849377
AGO,2010,-1.238194
AIA,2010,1.289131
ALB,2010,-0.317804
ANT,2010,0.778889
ARE,2010,0.079147
ARG,2010,-0.517048
ARM,2010,-0.441264
ASM,2010,1.03401
ATG,2010,1.02473
AUS,2010,1.597292
AUT,2010,1.763824
AZE,2010,-0.787449
BDI,2010,-1.259299
BEL,2010,1.231676
BEN,2010,-0.393502
BFA,2010,-0.225212
BGD,2010,-0.847764
BGR,2010,-0.299825
BHR,2010,0.101019
BHS,2010,0.874304
BIH,2010,-0.371176
BLR,2010,-0.956997
BLZ,2010,-0.090101
BMU,2010,1.03401
BOL,2010,-1.080533
BRA,2010,-0.041388
BRB,2010,1.19377
BRN,2010,0.641092
BTN,2010,0.166101
BWA,2010,0.734162
CAF,2010,-1.318262
CAN,2010,1.60017
CHE,2010,1.798446
CHL,2010,1.229755
CHN,2010,-0.700433
CIV,2010,-1.258365
CMR,2010,-1.011091
COD,2010,-1.616409
COG,2010,-1.217042
COK,2010,-0.437671
COL,2010,-0.360987
COM,2010,-1.037814
CPV,2010,0.568275
CRI,2010,0.649922
CUB,2010,-0.952757
CYM,2010,0.833361
CYP,2010,1.189471
CZE,2010,0.73306
DEU,2010,1.616922
DJI,2010,-0.782076
DMA,2010,0.909869
DNK,2010,1.840914
DOM,2010,-0.658294
DZA,2010,-0.770085
ECU,2010,-1.078729
EGY,2010,-0.284968
ERI,2010,-1.518404
ESP,2010,0.956354
EST,2010,1.08625
ETH,2010,-0.836965
FIN,2010,1.94455
FJI,2010,-0.945171
FRA,2010,1.297171
FSM,2010,0.495955
GAB,2010,-0.604396
GBR,2010,1.633756
GEO,2010,-0.115291
GHA,2010,0.019256
GIN,2010,-1.493182
GMB,2010,-0.66856
GNB,2010,-1.316022
GNQ,2010,-1.22889
GRC,2010,0.479174
GRD,2010,0.382031
GRL,2010,1.62433
GTM,2010,-0.899735
GUF,2010,1.111859
GUM,2010,1.03401
GUY,2010,-0.418533
HKG,2010,1.440745
HND,2010,-0.993342
HRV,2010,0.213977
HTI,2010,-1.328994
HUN,2010,0.58213
IDN,2010,-0.651831
IND,2010,0.06309
IRL,2010,1.508714
IRN,2010,-1.102442
IRQ,2010,-1.570793
ISL,2010,1.631063
ISR,2010,0.813979
ITA,2010,0.45371
JAM,2010,-0.398824
JOR,2010,0.057042
JPN,2010,1.339198
KAZ,2010,-0.775376
KEN,2010,-0.876914
KGZ,2010,-1.167462
KHM,2010,-1.233226
KIR,2010,0.35524
KNA,2010,0.957897
KOR,2010,0.900065
KWT,2010,0.338115
LAO,2010,-0.946447
LBN,2010,-0.65395
LBR,2010,-0.894351
LBY,2010,-1.193826
LCA,2010,0.948926
LIE,2010,1.676081
LKA,2010,-0.230576
LSO,2010,-0.258174
LTU,2010,0.598248
LUX,2010,1.738369
LVA,2010,0.639395
MAC,2010,0.713672
MAR,2010,-0.384882
MCO,2010,1.25978
MDA,2010,-0.335016
MDG,2010,-0.85091
MDV,2010,-0.203502
MEX,2010,-0.508948
MHL,2010,1.019416
MKD,2010,-0.416619
MLI,2010,-0.418529
MLT,2010,1.409519
MMR,2010,-1.470615
MNE,2010,-0.105259
MNG,2010,-0.322234
MOZ,2010,-0.636281
MRT,2010,-0.899489
MTQ,2010,0.778889
MUS,2010,0.837472
MWI,2010,-0.13273
MYS,2010,0.225544
NAM,2010,0.29702
NER,2010,-0.619525
NGA,2010,-1.115658
NIC,2010,-0.838805
NIU,2010,-0.606384
NLD,2010,1.690341
NOR,2010,1.903519
NPL,2010,-0.947928
NRU,2010,1.040167
NZL,2010,1.79532
OMN,2010,0.412299
PAK,2010,-0.813654
PAN,2010,-0.124748
PER,2010,-0.490917
PHL,2010,-0.651173
PLW,2010,1.199235
PNG,2010,-0.703271
POL,2010,0.645871
PRI,2010,0.759452
PRK,2010,-1.312137
PRT,2010,0.881024
PRY,2010,-0.710524
PSE,2010,-0.536562
QAT,2010,0.706702
REU,2010,0.778889
ROU,2010,0.103688
RUS,2010,-0.93005
RWA,2010,-0.460377
SAU,2010,-0.179589
SDN,2010,-1.383167
SEN,2010,-0.341932
SGP,2010,1.392909
SLB,2010,-0.476843
SLE,2010,-0.836632
SLV,2010,-0.799978
SMR,2010,1.380015
SOM,2010,-2.384965
SRB,2010,-0.415639
STP,2010,-0.487468
SUR,2010,-0.081058
SVK,2010,0.27066
SVN,2010,0.828931
SWE,2010,1.875526
SWZ,2010,-0.601493
SYC,2010,0.107465
SYR,2010,-0.762884
TCD,2010,-1.545346
TGO,2010,-0.838355
THA,2010,-0.257823
TJK,2010,-1.214258
TKM,2010,-1.404422
TLS,2010,-1.036337
TON,2010,0.215393
TTO,2010,-0.072994
TUN,2010,-0.217493
TUR,2010,0.049459
TUV,2010,1.172068
TWN,2010,1.000454
TZA,2010,-0.382002
UGA,2010,-0.349824
UKR,2010,-0.808703
URY,2010,0.872115
USA,2010,1.509191
UZB,2010,-1.324737
VCT,2010,1.047502
VEN,2010,-1.759663
VIR,2010,0.778889
VNM,2010,-0.639696
VUT,2010,0.365736
WSM,2010,0.824437
XKX,2010,-0.298578
YEM,2010,-1.108871
ZAF,2010,0.065012
ZMB,2010,-0.37934
ZWE,2010,-1.797464
ABW,2011,1.347587
AND,2011,1.460453
AFG,2011,-1.925481
AGO,2011,-1.308346
AIA,2011,1.30367
ALB,2011,-0.299265
ANT,2011,0.793428
ARE,2011,0.425163
ARG,2011,-0.46851
ARM,2011,-0.386967
ASM,2011,1.048549
ATG,2011,1.033099
AUS,2011,1.575215
AUT,2011,1.668496
AZE,2011,-0.760613
BDI,2011,-1.259494
BEL,2011,1.268929
BEN,2011,-0.451018
BFA,2011,-0.415997
BGD,2011,-0.69984
BGR,2011,-0.336721
BHR,2011,-0.025395
BHS,2011,0.788071
BIH,2011,-0.417308
BLR,2011,-0.997853
BLZ,2011,-0.30747
BMU,2011,1.048549
BOL,2011,-1.014483
BRA,2011,-0.074789
BRB,2011,1.213028
BRN,2011,0.670876
BTN,2011,0.201947
BWA,2011,0.746663
CAF,2011,-1.333628
CAN,2011,1.576628
CHE,2011,1.806843
CHL,2011,1.105687
CHN,2011,-0.597082
CIV,2011,-1.342253
CMR,2011,-1.055084
COD,2011,-1.637842
COG,2011,-1.216485
COK,2011,-0.377946
COL,2011,-0.390244
COM,2011,-1.03458
CPV,2011,0.588384
CRI,2011,0.462602
CUB,2011,-0.910184
CYM,2011,0.837875
CYP,2011,0.957958
CZE,2011,0.844062
DEU,2011,1.591936
DJI,2011,-0.864629
DMA,2011,0.849918
DNK,2011,1.895373
DOM,2011,-0.604196
DZA,2011,-0.833268
ECU,2011,-1.091387
EGY,2011,-0.51085
ERI,2011,-1.516733
ESP,2011,1.021769
EST,2011,1.157464
ETH,2011,-0.847511
FIN,2011,1.905025
FJI,2011,-0.858044
FRA,2011,1.180741
FSM,2011,0.257473
GAB,2011,-0.518889
GBR,2011,1.443189
GEO,2011,-0.018722
GHA,2011,0.177202
GIN,2011,-1.443276
GMB,2011,-0.692365
GNB,2011,-1.325896
GNQ,2011,-1.226947
GRC,2011,0.478777
GRD,2011,0.387195
GRL,2011,1.630265
GTM,2011,-1.03281
GUF,2011,1.116372
GUM,2011,1.048549
GUY,2011,-0.593516
HKG,2011,1.481109
HND,2011,-1.023715
HRV,2011,0.240209
HTI,2011,-1.406887
HUN,2011,0.631596
IDN,2011,-0.285231
IND,2011,-0.013283
IRL,2011,1.515012
IRN,2011,-1.012966
IRQ,2011,-1.423929
ISL,2011,1.682499
ISR,2011,0.891887
ITA,2011,0.521013
JAM,2011,-0.289357
JEY,2011,1.630265
JOR,2011,0.150545
JPN,2011,1.387931
KAZ,2011,-0.586478
KEN,2011,-0.866718
KGZ,2011,-0.995306
KHM,2011,-1.151608
KIR,2011,0.358953
KNA,2011,0.966265
KOR,2011,0.910194
KWT,2011,0.307036
LAO,2011,-0.957752
LBN,2011,-0.47931
LBR,2011,-0.897126
LBY,2011,-1.19041
LCA,2011,0.885043
LIE,2011,1.650421
LKA,2011,-0.286478
LSO,2011,-0.253461
LTU,2011,0.546673
LUX,2011,1.758409
LVA,2011,0.552873
MAC,2011,0.717075
MAR,2011,-0.381968
MCO,2011,1.274834
MDA,2011,-0.278304
MDG,2011,-0.860774
MDV,2011,-0.481858
MEX,2011,-0.617978
MHL,2011,0.628806
MKD,2011,-0.38703
MLI,2011,-0.462108
MLT,2011,1.220499
MMR,2011,-1.38043
MNE,2011,-0.162082
MNG,2011,-0.236366
MOZ,2011,-0.783855
MRT,2011,-0.953908
MTQ,2011,0.793428
MUS,2011,0.883838
MWI,2011,-0.190752
MYS,2011,0.138614
NAM,2011,0.17022
NER,2011,-0.518187
NGA,2011,-1.061201
NIC,2011,-0.777037
NIU,2011,-0.562118
NLD,2011,1.711125
NOR,2011,1.96593
NPL,2011,-0.877953
NRU,2011,1.054471
NZL,2011,1.88666
OMN,2011,0.243848
PAK,2011,-1.15049
PAN,2011,-0.033301
PER,2011,-0.443321
PHL,2011,-0.522518
PLW,2011,1.293072
PNG,2011,-0.661176
POL,2011,0.841434
PRI,2011,0.679896
PRK,2011,-1.312394
PRT,2011,0.867073
PRY,2011,-0.708154
PSE,2011,-0.734252
QAT,2011,0.641775
REU,2011,0.793428
ROU,2011,0.152093
RUS,2011,-0.685372
RWA,2011,-0.416697
SAU,2011,-0.157651
SDN,2011,-1.431159
SEN,2011,-0.34529
SGP,2011,1.42059
SLB,2011,-0.416557
SLE,2011,-0.783612
SLV,2011,-0.681653
SMR,2011,1.39507
SOM,2011,-2.380498
SRB,2011,-0.231686
SSD,2011,-1.345488
STP,2011,-0.488221
SUR,2011,-0.075826
SVK,2011,0.322147
SVN,2011,0.779356
SWE,2011,1.908986
SWZ,2011,-0.693642
SYC,2011,0.112
SYR,2011,-0.981771
TCD,2011,-1.539884
TGO,2011,-0.789836
THA,2011,-0.127405
TJK,2011,-1.227657
TKM,2011,-1.401702
TLS,2011,-1.115254
TON,2011,0.094965
TTO,2011,-0.10467
TUN,2011,-0.402991
TUR,2011,-0.087928
TUV,2011,1.180199
TWN,2011,1.041848
TZA,2011,-0.382105
UGA,2011,-0.462599
UKR,2011,-0.76638
URY,2011,0.800881
USA,2011,1.363272
UZB,2011,-1.363147
VCT,2011,1.051363
VEN,2011,-1.789485
VIR,2011,0.793428
VNM,2011,-0.527576
VUT,2011,0.368968
WSM,2011,0.836774
XKX,2011,-0.260025
YEM,2011,-1.307
ZAF,2011,0.010758
ZMB,2011,-0.323968
ZWE,2011,-1.784349
ABW,2012,1.345868
AND,2012,1.457265
AFG,2012,-1.88355
AGO,2012,-1.343884
AIA,2012,1.298131
ALB,2012,-0.402226
ANT,2012,0.787888
ARE,2012,0.367179
ARG,2012,-0.515107
ARM,2012,-0.357318
ASM,2012,1.04301
ATG,2012,1.02991
AUS,2012,1.634895
AUT,2012,1.702589
AZE,2012,-0.751612
BDI,2012,-1.155678
BEL,2012,1.313828
BEN,2012,-0.42751
BFA,2012,-0.361949
BGD,2012,-0.988776
BGR,2012,-0.217518
BHR,2012,-0.137648
BHS,2012,0.653306
BIH,2012,-0.13189
BLR,2012,-0.738098
BLZ,2012,-0.330874
BMU,2012,1.04301
BOL,2012,-1.096933
BRA,2012,-0.044689
BRB,2012,1.168505
BRN,2012,0.633854
BTN,2012,0.187333
BWA,2012,0.703497
CAF,2012,-1.428366
CAN,2012,1.601385
CHE,2012,1.868798
CHL,2012,1.13565
CHN,2012,-0.691499
CIV,2012,-1.039303
CMR,2012,-1.105517
COD,2012,-1.672368
COG,2012,-1.196605
COK,2012,-0.706518
COL,2012,-0.447664
COM,2012,-1.029236
CPV,2012,0.60635
CRI,2012,0.447108
CUB,2012,-0.879639
CYM,2012,0.836155
CYP,2012,0.96104
CZE,2012,0.830921
DEU,2012,1.617979
DJI,2012,-0.865353
DMA,2012,0.848447
DNK,2012,1.922668
DOM,2012,-0.586273
DZA,2012,-0.820281
ECU,2012,-1.077513
EGY,2012,-0.539682
ERI,2012,-1.514989
ESP,2012,1.083576
EST,2012,1.153837
ETH,2012,-0.749021
FIN,2012,1.991216
FJI,2012,-0.841065
FRA,2012,1.2886
FSM,2012,0.256022
GAB,2012,-0.469125
GBR,2012,1.49852
GEO,2012,0.186441
GHA,2012,0.165717
GIN,2012,-1.44435
GMB,2012,-0.733237
GNB,2012,-1.565277
GNQ,2012,-1.272502
GRC,2012,0.345876
GRD,2012,0.385228
GRL,2012,1.628004
GTM,2012,-0.961144
GUF,2012,1.114653
GUM,2012,1.04301
GUY,2012,-0.574815
HKG,2012,1.43802
HND,2012,-1.193934
HRV,2012,0.267695
HTI,2012,-1.376383
HUN,2012,0.566117
IDN,2012,-0.385232
IND,2012,-0.130881
IRL,2012,1.527635
IRN,2012,-0.984013
IRQ,2012,-1.453276
ISL,2012,1.691069
ISR,2012,0.871332
ITA,2012,0.546176
JAM,2012,-0.356013
JEY,2012,1.628004
JOR,2012,0.178242
JPN,2012,1.348404
KAZ,2012,-0.643061
KEN,2012,-0.786446
KGZ,2012,-0.934599
KHM,2012,-1.080573
KIR,2012,0.357193
KNA,2012,0.963077
KOR,2012,1.018931
KWT,2012,0.327281
LAO,2012,-0.897498
LBN,2012,-0.519604
LBR,2012,-0.833579
LBY,2012,-1.037995
LCA,2012,0.835617
LIE,2012,1.589769
LKA,2012,-0.143639
LSO,2012,-0.199463
LTU,2012,0.58491
LUX,2012,1.778254
LVA,2012,0.572385
MAC,2012,0.605968
MAR,2012,-0.33173
MCO,2012,1.269099
MDA,2012,-0.360517
MDG,2012,-0.827401
MDV,2012,-0.531052
MEX,2012,-0.594883
MHL,2012,0.626162
MKD,2012,-0.189702
MLI,2012,-0.749731
MLT,2012,1.252339
MMR,2012,-1.435195
MNE,2012,-0.074775
MNG,2012,-0.233715
MOZ,2012,-0.675688
MRT,2012,-0.989272
MTQ,2012,0.787888
MUS,2012,1.028847
MWI,2012,-0.298836
MYS,2012,0.239243
NAM,2012,0.256719
NER,2012,-0.690239
NGA,2012,-1.085485
NIC,2012,-0.832325
NIU,2012,-0.578983
NLD,2012,1.769098
NOR,2012,1.985743
NPL,2012,-0.594797
NRU,2012,1.196913
NZL,2012,1.832139
OMN,2012,0.314884
PAK,2012,-1.063918
PAN,2012,-0.276737
PER,2012,-0.487955
PHL,2012,-0.488263
PLW,2012,1.287623
PNG,2012,-0.722723
POL,2012,0.870539
PRI,2012,0.774846
PRK,2012,-1.521616
PRT,2012,0.888092
PRY,2012,-0.758686
PSE,2012,-0.735521
QAT,2012,0.727794
REU,2012,0.787888
ROU,2012,0.146806
RUS,2012,-0.965089
RWA,2012,-0.322885
SAU,2012,-0.186143
SDN,2012,-1.423992
SEN,2012,-0.201946
SGP,2012,1.553214
SLB,2012,-0.393769
SLE,2012,-0.741593
SLV,2012,-0.810537
SMR,2012,1.389334
SOM,2012,-2.354793
SRB,2012,-0.213323
SSD,2012,-1.154968
STP,2012,-0.578294
SUR,2012,-0.067549
SVK,2012,0.334954
SVN,2012,0.79821
SWE,2012,1.938691
SWZ,2012,-0.611261
SYC,2012,0.138724
SYR,2012,-1.326107
TCD,2012,-1.556518
TGO,2012,-0.914188
THA,2012,-0.115414
TJK,2012,-1.227744
TKM,2012,-1.403271
TLS,2012,-1.107237
TON,2012,0.032196
TTO,2012,-0.070781
TUN,2012,-0.175204
TUR,2012,-0.106189
TUV,2012,0.820331
TWN,2012,1.057653
TZA,2012,-0.435476
UGA,2012,-0.499696
UKR,2012,-0.674003
URY,2012,0.715336
USA,2012,1.384273
UZB,2012,-1.202116
VCT,2012,1.049892
VEN,2012,-1.832063
VIR,2012,0.787888
VNM,2012,-0.576023
VUT,2012,0.375968
WSM,2012,0.83536
XKX,2012,-0.343781
YEM,2012,-1.349222
ZAF,2012,0.010332
ZMB,2012,-0.488923
ZWE,2012,-1.645005
ABW,2013,1.342024
AND,2013,1.450138
AFG,2013,-1.702204
AGO,2013,-1.362574
AIA,2013,1.28575
ALB,2013,-0.481223
ANT,2013,0.775507
ARE,2013,0.41415
ARG,2013,-0.575833
ARM,2013,-0.301986
ASM,2013,1.030629
ATG,2013,1.022784
AUS,2013,1.635677
AUT,2013,1.737305
AZE,2013,-0.665523
BDI,2013,-1.169606
BEL,2013,1.333945
BEN,2013,-0.489461
BFA,2013,-0.511934
BGD,2013,-0.974921
BGR,2013,-0.231316
BHR,2013,-0.123285
BHS,2013,0.65108
BIH,2013,-0.125035
BLR,2013,-0.822285
BLZ,2013,-0.332991
BMU,2013,1.030629
BOL,2013,-1.19369
BRA,2013,-0.134533
BRB,2013,1.130503
BRN,2013,0.468999
BTN,2013,0.256526
BWA,2013,0.594
CAF,2013,-1.865919
CAN,2013,1.589742
CHE,2013,1.796937
CHL,2013,1.073224
CHN,2013,-0.795021
CIV,2013,-0.937619
CMR,2013,-1.169562
COD,2013,-1.616383
COG,2013,-1.182882
COK,2013,-0.744214
COL,2013,-0.483687
COM,2013,-0.964947
CPV,2013,0.596241
CRI,2013,0.457689
CUB,2013,-0.8772
CYM,2013,0.832311
CYP,2013,0.863598
CZE,2013,0.858786
DEU,2013,1.627166
DJI,2013,-0.917468
DMA,2013,0.84516
DNK,2013,1.897725
DOM,2013,-0.542011
DZA,2013,-0.714939
ECU,2013,-0.99421
EGY,2013,-0.795294
ERI,2013,-1.570103
ESP,2013,0.956418
EST,2013,1.191028
ETH,2013,-0.845844
FIN,2013,1.917697
FJI,2013,-0.833791
FRA,2013,1.239678
FSM,2013,0.252778
GAB,2013,-0.648619
GBR,2013,1.508956
GEO,2013,0.12182
GHA,2013,0.20178
GIN,2013,-1.480523
GMB,2013,-0.803513
GNB,2013,-1.600799
GNQ,2013,-1.41116
GRC,2013,0.394732
GRD,2013,0.38083
GRL,2013,1.622949
GTM,2013,-1.037019
GUF,2013,1.110809
GUM,2013,1.030629
GUY,2013,-0.595433
HKG,2013,1.367206
HND,2013,-1.238399
HRV,2013,0.261599
HTI,2013,-1.355557
HUN,2013,0.498686
IDN,2013,-0.419998
IND,2013,-0.115962
IRL,2013,1.500221
IRN,2013,-1.205776
IRQ,2013,-1.474049
ISL,2013,1.640436
ISR,2013,0.893524
ITA,2013,0.532968
JAM,2013,-0.276307
JEY,2013,1.622949
JOR,2013,0.129729
JPN,2013,1.37344
KAZ,2013,-0.679818
KEN,2013,-0.74064
KGZ,2013,-0.946748
KHM,2013,-1.154717
KIR,2013,0.374672
KNA,2013,1.022784
KOR,2013,0.992971
KWT,2013,0.291993
LAO,2013,-0.85365
LBN,2013,-0.616673
LBR,2013,-0.84884
LBY,2013,-1.394838
LCA,2013,0.832414
LIE,2013,1.586642
LKA,2013,-0.356128
LSO,2013,-0.198496
LTU,2013,0.586968
LUX,2013,1.764197
LVA,2013,0.564262
MAC,2013,0.60307
MAR,2013,-0.433361
MCO,2013,1.256278
MDA,2013,-0.42522
MDG,2013,-1.019432
MDV,2013,-0.774328
MEX,2013,-0.647551
MHL,2013,0.658851
MKD,2013,-0.20105
MLI,2013,-0.822119
MLT,2013,1.210984
MMR,2013,-1.264716
MNE,2013,-0.05396
MNG,2013,-0.255877
MOZ,2013,-0.94501
MRT,2013,-1.069894
MTQ,2013,0.775507
MUS,2013,0.932989
MWI,2013,-0.236368
MYS,2013,0.191766
NAM,2013,0.252768
NER,2013,-0.715858
NGA,2013,-1.185858
NIC,2013,-0.832756
NIU,2013,-0.616679
NLD,2013,1.734463
NOR,2013,1.993435
NPL,2013,-0.601071
NRU,2013,1.075375
NZL,2013,1.774816
OMN,2013,0.253011
PAK,2013,-1.048813
PAN,2013,-0.298541
PER,2013,-0.555049
PHL,2013,-0.469979
PLW,2013,1.275442
PNG,2013,-0.80418
POL,2013,0.822111
PRI,2013,0.644727
PRK,2013,-1.559485
PRT,2013,0.90062
PRY,2013,-0.765546
PSE,2013,-0.769651
QAT,2013,0.762855
REU,2013,0.775507
ROU,2013,0.205122
RUS,2013,-0.915144
RWA,2013,-0.28891
SAU,2013,-0.20268
SDN,2013,-1.472754
SEN,2013,-0.208528
SGP,2013,1.483511
SLB,2013,-0.396376
SLE,2013,-0.861959
SLV,2013,-0.681355
SMR,2013,1.376514
SOM,2013,-2.357687
SRB,2013,-0.203697
SSD,2013,-1.351738
STP,2013,-0.666458
SUR,2013,-0.068188
SVK,2013,0.314473
SVN,2013,0.738948
SWE,2013,1.903835
SWZ,2013,-0.606849
SYC,2013,0.158239
SYR,2013,-1.588216
TCD,2013,-1.551216
TGO,2013,-0.987047
THA,2013,-0.223369
TJK,2013,-1.263173
TKM,2013,-1.419014
TLS,2013,-1.193242
TON,2013,0.029035
TTO,2013,-0.145719
TUN,2013,-0.221663
TUR,2013,-0.114922
TUV,2013,0.815855
TWN,2013,1.054433
TZA,2013,-0.493487
UGA,2013,-0.557455
UKR,2013,-0.720552
URY,2013,0.701259
USA,2013,1.301608
UZB,2013,-1.141783
VCT,2013,1.015771
VEN,2013,-1.989833
VIR,2013,0.775507
VNM,2013,-0.616734
VUT,2013,0.372952
WSM,2013,0.832199
XKX,2013,-0.420014
YEM,2013,-1.3187
ZAF,2013,0.024689
ZMB,2013,-0.410055
ZWE,2013,-1.696137
ABW,2014,1.009567
AND,2014,1.60058
AFG,2014,-1.637609
AGO,2014,-1.3052
AIA,2014,-0.040299
ALB,2014,-0.276422
ANT,2014,0.781759
ARE,2014,0.350259
ARG,2014,-0.729974
ARM,2014,-0.414507
ASM,2014,1.320348
ATG,2014,0.55322
AUS,2014,1.732345
AUT,2014,1.775894
AZE,2014,-0.647878
BDI,2014,-1.103639
BEL,2014,1.360098
BEN,2014,-0.478492
BFA,2014,-0.549938
BGD,2014,-0.851857
BGR,2014,-0.21494
BHR,2014,-0.131089
BHS,2014,0.478656
BIH,2014,-0.089481
BLR,2014,-0.747224
BLZ,2014,-0.638328
BMU,2014,-0.040299
BOL,2014,-1.139505
BRA,2014,-0.141991
BRB,2014,1.058535
BRN,2014,0.454022
BTN,2014,0.348707
BWA,2014,0.575343
CAF,2014,-1.809326
CAN,2014,1.64322
CHE,2014,1.880784
CHL,2014,1.057621
CHN,2014,-0.690444
CIV,2014,-0.659615
CMR,2014,-1.05635
COD,2014,-1.550973
COG,2014,-1.126995
COK,2014,-0.725181
COL,2014,-0.411465
COM,2014,-0.809807
CPV,2014,0.666618
CRI,2014,0.546394
CUB,2014,-0.845444
CYM,2014,0.499854
CYP,2014,0.822787
CZE,2014,0.957065
DEU,2014,1.736565
DJI,2014,-1.025146
DMA,2014,0.696278
DNK,2014,1.91056
DOM,2014,-0.413435
DZA,2014,-0.836117
ECU,2014,-1.014612
EGY,2014,-0.839703
ERI,2014,-1.676812
ESP,2014,0.903013
EST,2014,1.343408
ETH,2014,-0.753365
FIN,2014,2.014704
FJI,2014,-0.431557
FRA,2014,1.263002
FSM,2014,0.150437
GAB,2014,-0.616127
GBR,2014,1.593458
GEO,2014,0.352798
GHA,2014,0.143526
GIN,2014,-1.508431
GMB,2014,-0.894336
GNB,2014,-1.409145
GNQ,2014,-1.483495
GRC,2014,0.360883
GRD,2014,0.201807
GRL,2014,1.625501
GTM,2014,-0.960209
GUF,2014,0.936751
GUM,2014,1.320348
GUY,2014,-0.606747
HKG,2014,1.554154
HND,2014,-1.174669
HRV,2014,0.359107
HTI,2014,-1.247964
HUN,2014,0.350997
IDN,2014,-0.338428
IND,2014,-0.165636
IRL,2014,1.532425
IRN,2014,-1.254789
IRQ,2014,-1.455964
ISL,2014,1.621173
ISR,2014,0.928954
ITA,2014,0.554336
JAM,2014,-0.182327
JEY,2014,1.625501
JOR,2014,0.111905
JPN,2014,1.456695
KAZ,2014,-0.597726
KEN,2014,-0.550866
KGZ,2014,-0.819314
KHM,2014,-1.195269
KIR,2014,0.32422
KNA,2014,0.161638
KOR,2014,1.07062
KWT,2014,0.015765
LAO,2014,-0.779778
LBN,2014,-0.694778
LBR,2014,-0.773301
LBY,2014,-1.595362
LCA,2014,0.687387
LIE,2014,1.652668
LKA,2014,-0.360515
LSO,2014,-0.149986
LTU,2014,0.740631
LUX,2014,1.750779
LVA,2014,0.6744
MAC,2014,0.84822
MAR,2014,-0.372493
MCO,2014,1.262751
MDA,2014,-0.364908
MDG,2014,-0.914848
MDV,2014,-0.56128
MEX,2014,-0.58311
MHL,2014,0.661836
MKD,2014,-0.192136
MLI,2014,-0.703805
MLT,2014,1.029354
MMR,2014,-1.251741
MNE,2014,-0.047371
MNG,2014,-0.246084
MOZ,2014,-0.904628
MRT,2014,-0.989674
MTQ,2014,-0.040299
MUS,2014,0.959958
MWI,2014,-0.309616
MYS,2014,0.242072
NAM,2014,0.205306
NER,2014,-0.690426
NGA,2014,-1.132021
NIC,2014,-0.905541
NIU,2014,-0.597646
NLD,2014,1.826148
NOR,2014,1.952162
NPL,2014,-0.576151
NRU,2014,0.861633
NZL,2014,1.81332
OMN,2014,0.204505
PAK,2014,-0.970695
PAN,2014,-0.142356
PER,2014,-0.553702
PHL,2014,-0.361023
PLW,2014,1.281592
PNG,2014,-0.583807
POL,2014,0.88099
PRI,2014,0.681374
PRK,2014,-1.750863
PRT,2014,1.018187
PRY,2014,-0.597108
PSE,2014,-0.758832
QAT,2014,0.593557
REU,2014,1.093574
ROU,2014,0.365342
RUS,2014,-0.852641
RWA,2014,-0.218923
SAU,2014,-0.434598
SDN,2014,-1.43684
SEN,2014,-0.13592
SGP,2014,1.539357
SLB,2014,-0.232186
SLE,2014,-0.894408
SLV,2014,-0.609711
SMR,2014,1.382987
SOM,2014,-2.228429
SRB,2014,-0.070631
SSD,2014,-1.679135
STP,2014,-0.636713
SUR,2014,-0.129879
SVK,2014,0.220105
SVN,2014,0.810213
SWE,2014,1.880538
SWZ,2014,-0.581309
SYC,2014,0.140185
SYR,2014,-1.665905
TCD,2014,-1.372684
TGO,2014,-0.906591
THA,2014,-0.39789
TJK,2014,-1.140817
TKM,2014,-1.453296
TLS,2014,-1.051307
TON,2014,-0.056216
TTO,2014,0.019368
TUN,2014,-0.152277
TUR,2014,-0.3611
TUV,2014,0.930851
TWN,2014,1.076423
TZA,2014,-0.464479
UGA,2014,-0.583297
UKR,2014,-0.725549
URY,2014,0.801772
USA,2014,1.341257
UZB,2014,-1.084567
VCT,2014,0.702019
VEN,2014,-2.090584
VIR,2014,-0.040299
VNM,2014,-0.491025
VUT,2014,0.450454
WSM,2014,0.913404
XKX,2014,-0.327401
YEM,2014,-1.392614
ZAF,2014,0.07046
ZMB,2014,-0.421398
ZWE,2014,-1.649687
ABW,2015,1.292877
AND,2015,1.603753
AFG,2015,-1.642775
AGO,2015,-1.30863
AIA,2015,-0.034785
ALB,2015,-0.226793
ANT,2015,0.787273
ARE,2015,0.350997
ARG,2015,-0.46732
