resourceIdentifier,resourceName,country,protocols,protocolSubCategories,regYear,estAnnualEmissionReductions,fitted_er,residual,over_promise_ratio
3627,"Eastern Cape Restoration Project, South Africa - Makhanda",South Africa,AR-ACM0003,ARR,2025.0,157919,27096.2656876486,1.762686322457995,5.828072466531241
3960,Belize Maya Forest REDD+ Project,Belize,VM0007,REDD,2024.0,736688,128221.70199580354,1.7484036522019029,5.745423657097536
4796,CACHOEIRA PORTEIRA CONSERVATION PROJECT,Brazil,VM0010,IFM,2025.0,567544,100309.85364372986,1.733054347535024,5.657908763537269
4888,OYU - Reforesting Uganda for a better tomorrow,Uganda,AR-ACM0003,ARR,2026.0,379891,69072.15011093706,1.7047327574042583,5.49991565905876
2928,"North Bandai Bamboo Reforestation Project, Ghana",Ghana,AR-ACM0003,ARR,2024.0,107907,20025.339590876294,1.6842712938874431,5.388522851775423
996,"TIST Program in Kenya, VCS 009",Kenya,AR-AMS0001,ARR,2013.0,88163,16650.85864312141,1.666725588609543,5.294802021301212
1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Brazil,VM0007,REDD,2020.0,1259646,239414.56999890727,1.6603893563381273,5.261358989161558
2082,Qianbei Afforestation Project,China,AR-ACM0003,ARR,2020.0,708123,134979.14489557903,1.6574975231683293,5.246165995108428
868,"REDD project in Brazil nut concessions in Madre de Dios, Peru",Peru,VM0007,REDD,2020.0,2086089,405569.6843329936,1.6377535933240388,5.143601902668873
2365,Integrated Project for Reforestation and Agroforestry on Degraded lands in Nicaragua,Nicaragua,AR-ACM0003,ARR,2022.0,29287,5695.184869506852,1.637522673464149,5.142414279966292
960,Lumin/Eucapine Uruguay Forest Plantations on degraded grasslands under extensive grazing,Uruguay,AR-ACM0001,ARR,2020.0,56019,11248.65015352218,1.6054427838071454,4.9800642064114085
962,Forteko afforestation on degraded grasslands under extensive grazing,Uruguay,AR-ACM0001,ARR,2020.0,55965,11248.65015352218,1.6044783602433235,4.975263630407799
2087,Chudu Afforestation Project,China,AR-ACM0003,ARR,2020.0,668883,134979.14489557903,1.6004888726913347,4.955454418661886
3739,Selva de Urundel REDD+ Project,Argentina,VM0015,REDD,2024.0,317475,64066.69878592487,1.6004743658659617,4.95538253127142
2379,Huadu Afforestation Project,China,AR-ACM0003,ARR,2021.0,702405,141912.2175939226,1.599301480259351,4.949573841555419
4118,Ground-Truth Australian Orchards,Australia,VM0042,ALM,2025.0,850073,171871.03743417942,1.5985778149229688,4.945993302248776
4025,"Strengthening rural livelihoods of smallholder farmers in tribal districts of Odisha,India",India,AR-ACM0003,ARR,2025.0,159512,33086.72469216997,1.572987019272155,4.82102720907122
4475,Kijani Forestry smallholder farmer forestry project,Uganda,AR-ACM0003,ARR,2025.0,316293,65697.65391695655,1.5716057833518686,4.8143728298091455
2070,Guinan Afforestation Project,China,AR-ACM0003,ARR,2020.0,645768,134979.14489557903,1.5653200219020746,4.784205741557864
3656,Agoro Carbon USA Pastureland Program,United States,VM0042,ALM,2025.0,449980,96142.26365138878,1.543374129778634,4.680355786416935
2252,Rio Anapu-Pacaja REDD Project,Brazil,VM0015,REDD,2021.0,938000,201332.47232249012,1.5387923162925876,4.658960321599445
2404,Reforestation of degraded land by MTPL in India,India,AR-ACM0001,ARR,2022.0,146998,32077.518519661808,1.522263554115952,4.582586396447658
2278,The Jaguar Amazon REDD+ Project,Peru,VM0006,REDD,2021.0,3751851,819590.3647537585,1.5211999369233524,4.57771486994875
2558,ABC Norte REDD Project,Brazil,VM0015,REDD,2023.0,1004626,222546.13427922307,1.5072361867402435,4.51423702889182
1395,Bajo Calima y Bahía Málaga (BCBM) REDD+ Project,Colombia,VM0006,REDD,2020.0,1050286,234599.435506261,1.4989382569951832,4.476933193524116
2744,The Paraguayan Chaco Neem Reforestation Project,Paraguay,AR-AMS0007,ARR,2024.0,12211,2729.1874339670917,1.4983332631940538,4.474225495846702
4456,CREATING LIVELIHOOD OPPORTUNITIES AND CARBON CREDIT INCOME FOR SMALLHOLDER FARMERS THROUGH HORTICULTURAL PLANTATIONS IN BANGLADESH,Bangladesh,AR-ACM0003,ARR,2026.0,567407,127313.08651719849,1.4944275583881588,4.456784573543035
3432,South American Regenerative Agriculture through Regenerative Grazing (SARA) - AgriCarbon,Argentina,VM0042,ALM,2025.0,813484,187424.42629537004,1.4679505539628526,4.340330745993568
1650,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,Cambodia,VM0015,REDD,2020.0,1426648,332113.43951574166,1.4576063198662421,4.295664764666589
2310,Anhuang Afforestation Project,China,AR-ACM0003,ARR,2021.0,607596,141912.2175939226,1.4543015069342289,4.281491828551486
1463,India Sundarbans Mangrove Restoration,India,AR-AM0014,ARR,2020.0,51249,12017.826156797955,1.450305045061567,4.264415155565443
3280,Carpathia Forest Carbon Project,Romania,VM0012,IFM,2024.0,50224,12022.236777855444,1.4297350002968212,4.177591984589001
3655,Sustainable Paddy Program,India,AMS-III.AU,ALM,2025.0,54252,12989.364216215847,1.4295089727099999,4.17664784025935
2293,NIHT Topaiyo REDD +,Papua New Guinea,VM0009,REDD,2020.0,2262521,542038.7172558535,1.4288975243592148,4.1740948164262655
875,FLORESTAL SANTA MARIA PROJECT,Brazil,VM0007,REDD,2020.0,997444,239414.56999890727,1.4269993550852842,4.16617919287265
1895,Jilin Linjiang Afforestation Project,China,AR-ACM0003,ARR,2020.0,546751,134979.14489557903,1.3988732042948406,4.050633158351767
1826,Qinghai Afforestation Project,China,AR-ACM0003,ARR; IFM; REDD,2020.0,766948,191027.7350452856,1.3900003752928836,4.01485155973914
1775,Luangwa Community Forests Project,Zambia,VM0009,REDD,2019.0,2985650,755041.0906978758,1.3748005850318634,3.9542881000561145
1384,Reduced Emissions from Avoided Deforestation in the Multiple Use Zone of the Maya Biosphere Reserve in Guatemala (GuateCarbon),Guatemala,VM0015,REDD,2020.0,1385971,351685.43949522596,1.3714191177418815,3.9409393860299815
2878,Rio Madeira Grouped REDD+ Project,Brazil,VM0015,REDD,2024.0,917817,233977.0003503247,1.3667752029172906,3.9226804285283947
985,Cordillera Azul National Park REDD Project,Peru,VM0007,REDD,2020.0,1575268,405569.6843329936,1.3568879887996967,3.8840871516092506
2958,Lanao del Sur Bamboo Reforestation Project,Philippines,AR-ACM0003,ARR,2023.0,315067,82393.18588202621,1.3412825767317536,3.823944864216384
1825,Afforestation Project in Xining City,China,AR-ACM0003,ARR,2020.0,499982,134979.14489557903,1.3094518135243298,3.704142594671126
737,"TIST Program in Kenya, VCS 005",Kenya,AR-AMS0001,ARR,2020.0,86694,23643.31849407523,1.2993041183235352,3.6667441595275476
1930,Henan Nanzhao Afforestation Project,China,AR-ACM0003,ARR,2020.0,493806,134979.14489557903,1.2970224432557007,3.6583873781539538
1318,Livelihoods' mangrove restoration grouped project in Senegal,Senegal,AR-AM0014,ARR,2020.0,30000,8371.929243249102,1.2763130287088256,3.583403434064041
1847,Qianxinan Afforestation Project in Guizhou Province,China,AR-ACM0003,ARR,2020.0,469669,134979.14489557903,1.2469079070308382,3.4795671610109826
1855,Hechu Afforestation Project in Anhui Province,China,AR-ACM0003,ARR,2020.0,469187,134979.14489557903,1.245881125410767,3.4759962389965273
1141,Fresh Breeze Afforestation Project,Mexico,AR-ACM0003,ARR,2020.0,171808,49476.42445548833,1.2448812917463208,3.472522557780378
1397,Reforestation of pasture lands on the Peruvian Northern Andes – “Forestry PRODICOM” Grouped Project,Peru,AR-AMS0007,ARR,2020.0,39551,11508.468874954264,1.2345077900928434,3.4366865331733525
2345,Green Gold Loreto 1,Peru,VM0010,IFM,2022.0,490291,146217.43550503041,1.2099042942748426,3.3531637202263216
934,The Mai Ndombe REDD+ Project,"Congo, The Democratic Republic of The",VM0009,REDD,2020.0,5671613,1711533.267102061,1.1980839408062884,3.313761472836037
2710,"Soil carbon improvement Project through Grassland Management, in South Africa",South Africa,VM0026,ALM,2024.0,254936,77687.79761627258,1.1883143330602657,3.281544950716955
2576,Montes del Este afforestation through high quality timber in degraded grasslands,Uruguay,AR-ACM0003,ARR,2023.0,38000,11602.549323134106,1.1863613165240885,3.2751422934468817
2378,Miaoling Afforestation Project,China,AR-ACM0003,ARR,2021.0,458449,141912.2175939226,1.1726403727433343,3.230511141132595
3019,REGENERATING DEGRADED LANDS IN FLORIDA THROUGH PONGAMIA,United States,AR-AMS0007,ARR,2026.0,4133,1288.7499295035332,1.1653308338819937,3.20698368658081
3634,Agoro Carbon USA Cropland Program,United States,VM0042,ALM,2025.0,306507,96142.26365138878,1.1594115860610525,3.1880568270307466
2249,HENAN FANGCHENG AND TANGHE AFFORESTATION PROJECT,China,AR-ACM0003,ARR,2021.0,450033,141912.2175939226,1.1541122329216957,3.171206874433852
1496,Jubilación Segura : Agroforestry And Reforestation With Smallscale Farmers in Peru,Peru,AR-AMS0007,ARR,2020.0,36439,11508.468874954264,1.1525564413929512,3.1662769735860987
2084,"CONSERVATION PROJECT REDD+ SUR DEL META BOSQUES DE PAZ, SUSTENTO DE VIDA",Colombia,VM0015,REDD,2024.0,374315,119281.01053594482,1.1436155465284568,3.138093803180866
4557,Strengthening rural livelihood through carbon finance: Agroforestry practices in Bareilly Forest Circle of Uttar Pradesh,India,AR-AMS0007,ARR,2026.0,18382,5863.86844090311,1.1425623956470439,3.1347906565872643
1328,Araku Valley Livelihood Project,India,AR-ACM0003,ARR,2020.0,80660,25756.5806593264,1.1415526353997745,3.1316268672019243
1832,Haidong Afforestation Project,China,AR-ACM0003,ARR; IFM; REDD,2020.0,598145,191027.7350452856,1.14141457230882,3.1311945349621717
1674,Gilé National Reserve REDD Project,Mozambique,VM0007,REDD,2020.0,68821,21989.634961941247,1.1409377266791445,3.1297017944641894
2361,Afforestation in cooperation with local landowners for Forestal San Pedro S.A,Paraguay,AR-ACM0003,ARR,2022.0,45549,14647.038009407333,1.1345505382051577,3.1097755034666603
2551,BRAZILIAN AMAZON APD GROUPED PROJECT,Brazil,VM0007,REDD,2022.0,812538,264640.802493277,1.1217892381142889,3.0703428660462966
1748,Southern Cardamom REDD+ Project,Cambodia,VM0009,REDD,2020.0,3867568,1270160.075971737,1.113482949128251,3.0449453365483197
1055,Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,Chile,AR-ACM0003,ARR,2020.0,16864,5591.345714590055,1.1039611781015992,3.0160896608476717
1326,Laguna Seca Forest Carbon Project,Belize,VM0007,REDD,2016.0,255935,85888.81771692722,1.0918698633906132,2.979840761617092
2317,REDD+ Project Magnolios de Yarumal,Colombia,VM0015,REDD,2023.0,329260,113453.57769331263,1.0654539660720168,2.902156165494002
977,RMDLT Portel - Para REDD Project,Brazil,VM0015,REDD,2020.0,553273,191496.44346736182,1.0609823141167904,2.889207705281996
1865,Xiguan Afforestation Project in Guizhou Province,China,AR-ACM0003,ARR,2020.0,388420,134979.14489557903,1.056966944147458,2.8776297279145227
2834,"Mangrove Restoration Project with Sine Saloum and Casamance communities, Senegal",Senegal,AR-AM0014,ARR; WRC,2025.0,49249,17133.789766876682,1.055836539315182,2.8743786792113535
2481,Generation Forest Group Project,Panama,AR-ACM0003,ARR,2022.0,27000,9394.987700464651,1.0556605422973249,2.8738728416498778
1686,Agrocortex REDD Project,Brazil,VM0015,REDD,2018.0,483594,173242.51678923622,1.0265532677143394,2.79142792983279
1468,Northern Kenya Grassland Carbon Project,Kenya,VM0032,ALM,2020.0,1797493,652627.8897995912,1.0131410756057058,2.754238714119272
1811,Jari/Pará REDD+ Project,Brazil,VM0015,REDD,2020.0,525314,191496.44346736182,1.0091269425658087,2.743204993723725
2373,Yellow Ipê Grouped REDD Project,Brazil,VM0015,REDD,2021.0,540179,201332.47232249012,0.986942933398316,2.6830197521975125
3630,Selva Paranaense Vida Nativa - GS1,Argentina,VM0005,IFM,2025.0,151631,57135.5436699565,0.9760235337060603,2.65388215916692
2609,KUAMUT RAINFOREST CONSERVATION PROJECT,Malaysia,VM0010,IFM,2023.0,543049,204624.38323631146,0.9760235337035166,2.6538821591601685
587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,VM0010,REDD,2020.0,73856,27997.518781445437,0.9700013601452895,2.637948047344323
2410,"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA",Ghana,AR-ACM0003,ARR,2022.0,46229,18116.473431392118,0.9367856481089074,2.551765947995964
3669,Western Kenya Soil Carbon Project,Kenya,VM0017,ALM,2025.0,179643,70593.32729153856,0.9340359223986088,2.5447589296663216
4429,Management of Community Forests for the Reduction of Deforestation in the Peruvian Amazon,Peru,VM0015,REDD,2025.0,1039475,416716.97428591154,0.9140637843586656,2.4944388257311814
2083,Liangdu Afforestation Project,China,AR-ACM0003,ARR,2020.0,336390,134979.14489557903,0.9131509168910519,2.4921627727026574
2508,UNITOR REDD+ PROJECT,Brazil,VM0015,REDD,2022.0,522923,211673.71924792376,0.9043881967413885,2.470420049583596
3590,Jutaituba REDD+ Project,Brazil,VM0015,REDD,2025.0,600694,245995.00175657225,0.8927744357960687,2.4418951430339426
2391,Gansu Tianshui Afforestation Project,China,AR-ACM0003,ARR,2022.0,342003,149201.40083865984,0.8295224322293127,2.2922237866240125
3746,NaturAll Carbon Program – Conservation Agriculture and Land Management in Brazil,Brazil,VM0042,ALM,2025.0,1562585,684489.8502341044,0.8254229635122101,2.282846121773136
3602,Udzungwa Corridor Reforestation,Tanzania,AR-ACM0003,ARR,2023.0,178047,80996.24506332864,0.7876447640271227,2.1982130142056606
1052,North Pikounda REDD+,Congo,VM0011,REDD,2013.0,231110,107918.70586778702,0.7615155674160121,2.141519379255128
1896,Hunan Northern and Northwestern Area Afforestation Project,China,AR-ACM0003,ARR,2020.0,286518,134979.14489557903,0.7526810771565309,2.122683472484973
1343,Kuzuko Lodge Private Game Reserve thicket restoration project,South Africa,AR-ACM0003,ARR,2020.0,44206,21093.268047641483,0.7399065867772805,2.095739735547657
1622,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Guatemala,VM0015,REDD,2020.0,728161,351685.43949522596,0.7277850393237877,2.070489472197454
2459,NAYA REDD+,Colombia,VM0007,REDD,2024.0,307252,149128.6800392491,0.7228587001212112,2.0603146217021067
1682,Regenerating Colombian Coffee Ecosystems,Colombia,AR-AMS0007,ARR,2020.0,7107,3463.385068316707,0.7188337595970236,2.0520386442198824
2931,Grassland Restoration and Stewardship in South Africa (GRASS),South Africa,VM0042,ALM,2023.0,639503,324100.23277748545,0.6796384837982679,1.9731642724214202
2497,"TIST Program in Uganda, VCS-CCB 011",Uganda,AR-ACM0003,ARR,2024.0,121978,62488.017576692764,0.668865881014332,1.9520222393084246
2401,Reforestation of Degraded Lands in Sierra Leone,Sierra Leone,AR-AM0003,ARR,2021.0,126297,64797.459466298154,0.6673698792825586,1.94910419390267
1530,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,Colombia,AR-ACM0003,ARR,2020.0,39506,20545.818818664287,0.6537951026770923,1.9228243151892226
3425,Kwamisa/Other reserves community Forest Project,Ghana,AR-ACM0003,ARR,2026.0,42252,22135.335955343413,0.6464764463296042,1.9088031952729625
1233,Reforestation with Rubber on degraded lands of Colombia,Colombia,AR-ACM0003,ARR,2020.0,38946,20545.818818664287,0.6395186148506689,1.895568161275742
3553,COMMUNITY PARTICIPATIVE FORESTRY/AGROFORESTRY DEVELOPMENT PROJECT IN INDIA,India,AR-AMS0007,ARR,2025.0,10371,5577.391160203883,0.6202923165561227,1.8594715167190972
3350,THE ARR HORIZONTE CARBON PROJECT,Brazil,AR-ACM0003,ARR,2023.0,86995,46836.52391955997,0.6191873215571881,1.8574179447947665
4763,Mixed afforestation with native and non-native species in Argentina-I,Argentina,AR-ACM0003,ARR,2026.0,27594,14904.011437001665,0.6159679571088521,1.8514478546019728
987,Reforestation of Degraded Forest Reserves in Ghana,Ghana,AR-AM0003,ARR,2020.0,8815,4806.028100739295,0.6065838315407284,1.83415490197488
2502,TAHUAMANU AMAZON REDD PROJECT,Peru,VM0006,REDD,2022.0,1575108,861687.8279292409,0.6031860638392974,1.827933445207425
1225,Kenya Agricultural Carbon Project,Kenya,VM0017,ALM,2020.0,99004,54953.844640446696,0.5886666087974834,1.801584596087238
2652,HENAN YIYANG AFFORESTATION PROJECT,China,AR-ACM0003,ARR,2023.0,281673,156864.9859021848,0.5853613506813318,1.7956397240595225
1953,Floresta Verde REDD+ Project,Brazil,VM0015,REDD,2020.0,340000,191496.44346736182,0.5740763811339686,1.7754898934086405
1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",India,AR-AMS0005,ARR,2013.0,5651,3185.540594811736,0.57321051453129,1.7739532213790457
2088,Mangrove Restoration and Sustainable Development in Myanmar,Myanmar,AR-AM0014,ARR; WRC,2024.0,403831,227759.3074800694,0.5727070712141291,1.773060361255876
2723,CONDOTO REDD+,Colombia,VM0007,REDD,2023.0,249943,141843.04954421546,0.5665117304427465,1.7621096049693115
1175,"AVOIDING PLANNED DEFORESTATION AND DEGRADATION IN THE VALDIVIAN COASTAL RESERVE, CHILE",Chile,VM0007,REDD,2020.0,58154,33215.56231553757,0.560076153677155,1.7508058255210308
1360,Forest Management to reduce deforestation and degradation in Shipibo Conibo and Cacataibo Indigenous communities of Ucayali region,Peru,VM0015,REDD,2020.0,564818,324396.0972312728,0.5545382639204401,1.7411368534354543
1389,Acapa -­ Bajo Mira Y Frontera REDD+ Project,Colombia,VM0006,REDD,2020.0,404786,234599.435506261,0.545479002375135,1.7254346717692637
1960,Northern Great Plains Regenerative Grazing Project,United States,VM0026,ALM,2022.0,32514,18861.462031609262,0.5445499713774691,1.7238324338543285
2370,Zhangye City Afforestation Project in Gansu Province,China,AR-ACM0003,ARR,2021.0,238392,141912.2175939226,0.5187076970939195,1.6798553644066876
824,"TIST Program in Uganda, VCS 001",Uganda,AR-AMS0001,ARR,2012.0,24348,14542.93465348022,0.515344425777684,1.6742150453226001
1215,The Makira Forest Protected Area in Madagascar,Madagascar,VM0007,REDD,2020.0,1267231,761150.8895713636,0.5097578679200172,1.664888023337438
1311,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar",Madagascar,VM0015,REDD,2020.0,1011973,608808.7633747606,0.5081529687005322,1.6622181888289707
1864,Puzhen Afforestation Project in Guizhou Province,China,AR-ACM0003,ARR; IFM; REDD,2020.0,313023,191027.7350452856,0.4938580431026587,1.6386259300294475
2748,Zhangye Improved Grassland Management Project,China,VM0026,ALM,2022.0,736006,449748.1467862711,0.4925505185893275,1.6364847865615866
844,Madre de Dios Amazon REDD+ Project,Peru,VM0007,REDD,2020.0,659793,405569.6843329936,0.4866334427478236,1.6268301736731288
961,‘El Arriero ’ Afforestation on degraded grasslands under extensive grazing project,Uruguay,AR-ACM0001,ARR,2020.0,18271,11248.65015352218,0.4850669683316209,1.62428378077693
1168,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",Malawi,VM0006,REDD,2020.0,210421,130928.55062114337,0.4744585264663588,1.60714373604331
689,"Reforestation of degraded land in Chhattisgarh, India",India,AR-ACM0002,ARR,2020.0,5007,3115.464962910835,0.47445852646545106,1.607143736041849
944,Alto Mayo Conservation Initiative,Peru,VM0015,REDD,2020.0,515268,324396.0972312728,0.46272186221903944,1.5883914892867785
1684,"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",Lao,AR-ACM0003,ARR,2017.0,42497,26842.762506895848,0.45943725340042363,1.5831828035241384
607,Darkwoods Forest Carbon Project,Canada,VM0012,IFM,2020.0,124847,79771.10106210955,0.44792769081482575,1.5650655229491504
2889,Boomitra Carbon Farming South of the Vindhyas,India,VM0042,ALM,2025.0,676391,437451.49680011626,0.4358054760047789,1.5462079909377058
832,Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation,Brazil,VM0007,REDD,2020.0,370000,239414.56999890727,0.4353063538863413,1.5454364368955855
1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Indonesia,AR-AM0014,ARR,2020.0,124706,84221.62839488123,0.3925072094447355,1.4806885401847596
612,The Kasigau Corridor REDD Project - Phase II The Community Ranches,Kenya,VM0009,REDD,2020.0,1461479,1012099.3930970365,0.3674221561014459,1.444007386989786
872,Afognak Forest Carbon Project,United States,VM0012,IFM,2020.0,40451,28016.64060867166,0.3672927239807553,1.4438204981463651
994,"TIST Program in India, VCS-001",India,AR-AMS0001,ARR,2013.0,11047,7700.325498490317,0.360896297392749,1.4346146798814952
1400,Concosta REDD+ Project,Colombia,VM0006,REDD,2020.0,333978,234599.435506261,0.353195592524008,1.4236095635920094
4732,"NatureRe assisted natural regeneration project in degraded lands in Antioquia, Colombia",Colombia,AR-ACM0003,ARR,2025.0,37467,26393.016208935267,0.3503611079333453,1.4195800776765966
981,Pacajai REDD+ Project,Brazil,VM0015,REDD,2020.0,264116,191496.44346736182,0.3215191641042221,1.379221437316225
1325,Village Climate Solutions,Tanzania,VM0015,REDD,2015.0,350721,257795.5238465594,0.3078243081300993,1.3604619458356078
1543,Bosques del Uruguay Afforestation through High Quality Timber in Grasslands Project,Uruguay,AR-ACM0003,ARR,2017.0,11499,8590.822358186593,0.2915656092886252,1.3385214500497813
4243,"Afforestation project with native and exotic species on degraded grasslands in Northeast, Argentina.",Argentina,AR-ACM0003,ARR,2024.0,18012,13483.323266219304,0.2895845942371338,1.3358724436375935
1391,SIVIRÚ-USARAGÁ-PIZARRO-PILIZÁ (SUPP) REDD+ Project,Colombia,VM0006,REDD,2020.0,312078,234599.435506261,0.28537362654487985,1.330258955340373
3774,Boomitra Carbon Farming in East Africa through Soil Enrichment,Kenya,VM0042,ALM,2025.0,1249417,945926.6413956998,0.27826730154635193,1.3208392123901964
920,EDS GREEN CARBON PROJECT,Uruguay,AR-ACM0001,ARR,2020.0,14746,11248.65015352218,0.2707237244695513,1.3109128472079585
1118,Suruí Forest Carbon Project,Brazil,VM0015,REDD,2020.0,247460,191496.44346736182,0.2563797163095902,1.2922433206555946
673,Natural High Forest Rehabilitation Project on degraded land of Kibale National Park,Uganda,AR-ACM0001,ARR,2020.0,74181,57622.30401580964,0.2525983374458889,1.2873660862232652
2532,Cumare carbon project,Colombia,AR-ACM0003,ARR,2022.0,29180,22710.656164650325,0.25064929419112403,1.284859397652251
1392,Cajambre REDD+ Project,Colombia,VM0006,REDD,2020.0,297488,234599.435506261,0.23749435801789787,1.2680678423544656
993,"TIST Program in Uganda, VCS 005",Uganda,AR-AMS0001,ARR,2013.0,19342,15289.918369207855,0.23508521620337852,1.2650165640486724
4708,Tasar Forest Carbon Project,India,AR-ACM0003,ARR,2026.0,43299,34786.19217522711,0.21890900858369378,1.2447180128796984
2367,"Afforestation in Eucalyptus and Acacia plantations for Burapha Agroforestry Co., Ltd.",Lao,AR-ACM0003,ARR,2023.0,44946,36253.16215026192,0.21493515996622037,1.2397815068850562
3360,Developing climate resilience of the coastal communities of Sundarbans through Mangrove Afforestation,India,AR-AM0014,ARR; WRC,2025.0,29782,24595.395020985005,0.19134495302163224,1.2108770757529912
1704,"Agricultural Land Management  project in Beed District, India implemented by Godrej Properties Ltd.",India,VM0017,REDD,2020.0,33764,28107.638246473092,0.18335378300124283,1.2012393109633344
4598,Enhancing Livelihoods of Farmers in Gujarat through Agroforestry Plantations by SHBVM,India,AR-AMS0007,ARR,2025.0,6465,5577.391160203883,0.147681879172346,1.1591440898263392
2451,Shanxi Loufan Afforestation Project,China,AR-ACM0003,ARR,2021.0,163968,141912.2175939226,0.14446260634696806,1.1554184888378627
1764,"Reforestation and Restoration of degraded mangrove lands, sustainable livelihoods and community development in Myanmar",Myanmar,AR-AM0014,ARR; WRC,2017.0,184006,160399.98930167916,0.1372977370383346,1.1471696525734976
1765,Grouped Project for reducing emissions from deforestation and forest degradation-REDD-in the Regional Natural Park:Biological Corridor PNN Purace-PNN Cueva de los Guacharos,Colombia,VM0015,REDD,2021.0,117468,102638.89491860235,0.13494900239423302,1.1444784172039055
4739,Land Life Reforestation and Restoration of Degraded Land in Spain - B,Spain,AR-ACM0003,ARR,2026.0,1990,1741.1544132836111,0.13358628958941754,1.1429198839677266
1067,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region –Peru,Peru,VM0007,REDD,2020.0,457750,405569.6843329936,0.12103047683977941,1.12865930981213
2722,Inner Mongolia Alongshan Improved Forest Management Project,China,VM0010,IFM,2023.0,341879,303933.60962380446,0.11764758513020901,1.1248476284776885
1715,Inner Mongolia Wu‘erqihan IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,2020.0,293347,261528.7184459975,0.1148121091797023,1.1216626676529697
1935,Hubei Hongshan IFM (Conversion of Logged to Protected Forest) Project,China,VM0010,IFM,2020.0,292309,261528.7184459975,0.11126736247893554,1.1176936962674646
2647,Reforestation grouped project Norteak Nicaragua,Nicaragua,AR-ACM0003,ARR,2022.0,6357,5695.184869506852,0.10993550985998546,1.1162060838510506
1408,Chyulu Hills REDD+ Project,Kenya,VM0009,REDD,2020.0,1100943,1012099.3930970365,0.08414030471790035,1.0877815039796646
2477,Wanfan Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,2021.0,59986,55712.66114154136,0.07390377101703827,1.0767031904579458
2506,Adjusted Water Management in Rice Cultivation In Northern Lujiang County,China,AMS-III.AU,ALM,2021.0,59282,55712.66114154136,0.062098287965072885,1.0640669245611967
2619,Tombwe Smallholder Reforestation Project,Zambia,AR-ACM0003,ARR,2024.0,56657,53373.87707795023,0.059694112619771644,1.0615117938173184
2507,Adjusted Water Management in Rice Cultivation In Southern Lujiang County,China,AMS-III.AU,ALM,2021.0,59043,55712.66114154136,0.05805856136413823,1.059777055883181
2408,Baoxing Afforestation Project,China,AR-ACM0003,ARR,2022.0,156954,149201.40083865984,0.050655692062070656,1.0519606325259874
1477,Katingan Peatland Restoration and Conservation Project,Indonesia,VM0007,REDD; WRC,2020.0,7125679,6823825.761607803,0.04328474317221698,1.0442351913629568
2504,Adjusted Water Management in Rice Cultivation in Xuanzhou District,China,AMS-III.AU,ALM,2021.0,58064,55712.66114154136,0.041338419825443395,1.0422047486205142
2476,Huaining Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,2021.0,58041,55712.66114154136,0.04094222671918857,1.0417919160699103
2899,Adjusted Water Management in Rice Cultivation In Dawu County,China,AMS-III.AU,ALM,2022.0,59923,58574.287878110925,0.02276457782866892,1.0230256682709598
2903,Adjusted Water Management in Rice Cultivation In Xiaochang County,China,AMS-III.AU,ALM,2022.0,59916,58574.287878110925,0.022647754423802624,1.0229061619098312
2909,Adjusted Water Management in Rice Cultivation In Yingcheng City,China,AMS-III.AU,ALM,2022.0,59902,58574.287878110925,0.022414066662969745,1.0226671491875745
2902,Adjusted Water Management in Rice Cultivation In Huangmei County,China,AMS-III.AU,ALM,2022.0,59901,58574.287878110925,0.02239737259020025,1.0226500768502704
2634,Adjusted Water Management in Rice Cultivation in Tongnan District,China,AMS-III.AU,ALM,2022.0,59868,58574.287878110925,0.021846311784230465,1.0220866897192367
2853,Yufeng Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,2022.0,59796,58574.287878110925,0.020642942204597503,1.0208574814333444
1897,Ntakata Mountains REDD,Tanzania,VM0007,REDD,2020.0,420200,414029.043160151,0.014794664485410891,1.014904647250705
2845,QiDa Adjusted Water Management in Rice Cultivation,China,AMS-III.AU,ALM,2022.0,59352,58574.287878110925,0.01318999200455373,1.0132773636703436
