resourceIdentifier,resourceName,country,protocols,protocolSubCategories,estAnnualEmissionReductions,n_peers,loo_mean,M1,M2,M4
4918,Carbon Smart Cropping and Pasture Systems Australia,Australia,VM0042,ALM,1900750,4,379573.0,9518196.927863678,4.0,1.0
4915,Mafisa Livestock Grazing Carbon Project,Zambia,VM0032,ALM,486656,1,,,,
4912,ARBRE,Canada,AM0047,ARR,6865,1,,,,
4913,Project to Restore Degraded Lands by Planting Forest and Fruit Trees in Northern Cameroon,Cameroon,VM0047,ARR,180881,2,73569.0,444724.49212304095,2.0,1.0
4905,REDD Pantanal,Brazil,VM0007; VM0048,REDD,61243,1,,,,
4898,OYU - Reforesting Kenya for a better tomorrow,Kenya,AR-ACM0003,ARR,184724,3,324878.5,105032.97748542916,2.0,0.6666666666666666
4899,Sustainable Wood by NFB,Uganda,AR-ACM0003,ARR,90322,6,174723.0,46691.412601660915,3.0,0.5
4900,OYU - Tenera Plantations by BIDCO,Uganda,AR-ACM0003,ARR,55441,6,181699.2,16916.444766955494,2.0,0.3333333333333333
4895,Ishinomaki Improved Forest Management Project,Japan,VM0045,IFM,22767,2,4.0,129584072.25,2.0,1.0
4896,Brazil Precision Agriculture Carbon Program,Brazil,VM0042,ALM,11267756,15,1033583.9285714285,122836977.01358166,15.0,1.0
4897,Fortaleza Ituxi III ALM,Brazil,VM0042,ALM,2905,15,1838216.142857143,4.590877429072735,1.0,0.06666666666666667
4894,"MÜSESI project for active restoration in areas of the Sierra Nevada Santa Marta, Colombia",Colombia,VM0047,ARR,50153,6,28268.6,88979.41210388913,5.0,0.8333333333333334
4893,Landscape-based approach towards the revitalization of degraded agro-ecology for livelihood generation of marginalized communities,India,AR-ACM0003,ARR,86785,56,218978.07272727272,34394.47672178717,38.0,0.6785714285714286
4892,"Trees For Livelihoods: Agroforestry In Sonbhadra, Uttar Pradesh, India",India,AR-ACM0003,ARR,21675,56,220161.8909090909,2133.90983816537,24.0,0.42857142857142855
4888,OYU - Reforesting Uganda for a better tomorrow,Uganda,AR-ACM0003,ARR,379891,6,116809.2,1235494.9086287725,6.0,1.0
4889,NATURAL FOREST REGENERATION FOR ENHANCED CARBON STOCKS IN THE ALBERTINE RIFT (FRECAR),Uganda,VM0047; VM0048,ARR; REDD,63052,1,,,,
4890,Regenerative Development of Anlo Wetlands Project,Ghana,VM0033,ARR; WRC,17842,1,,,,
4891,Smallholder Reforestation in Malawi,Malawi,VM0047,ARR,7400,4,374712.3333333333,146.1387713419272,1.0,0.25
4882,Uganda Native Reforestation and Agroforestry Project,Uganda,AR-ACM0003,ARR,12,6,192785.0,0.0007469460798298623,1.0,0.16666666666666666
4883,Agroforestry Project of Cameroon,Cameroon,AR-ACM0003,ARR,12,2,35.0,4.114285714285714,1.0,0.5
4884,Forest Landscape Restoration in Panama,Panama,AR-ACM0003,ARR,14,2,27000.0,0.00725925925925926,1.0,0.5
4885,Rootella Carbon,United States,VM0042,ALM,281449,11,840106.0,94289.93436661563,4.0,0.36363636363636365
4886,Tatuy REDD+ Project,Brazil,VM0015,REDD,32412,64,358403.3650793651,2931.1603806157573,10.0,0.15625
4877,Carbon Smart Cropping and Pasture Systems USA,United States,VM0042,ALM,1262500,11,742000.9,2148119.025192557,9.0,0.8181818181818182
4881,"TIST Program in Tanzania, VCS-CCB-011",Tanzania,AR-ACM0003,ARR,68326,2,178047.0,26220.280465270407,1.0,0.5
4876,NAMI REDD+ PROJECT,Brazil,VM0007,REDD,5282741,38,623877.1621621621,44732127.03661549,38.0,1.0
4872,AFFORESTATION AND BIODIVERSITY CONSERVATION PROJECT IN WEST BENGAL,India,AR-ACM0003,ARR,54095,56,219572.43636363637,13327.123720364305,32.0,0.5714285714285714
4870,Yiri,Guinea,VM0047,ARR,96181,2,109068.0,84816.67181024681,1.0,0.5
4865,OGA REDD+ PROJECT,Brazil,VM0007; VM0015,REDD,46119,5,153635.5,13844.21023135929,2.0,0.4
4866,Asha,India,VM0047,ARR,17819,37,204918.86111111112,1549.4755303555783,8.0,0.21621621621621623
4867,AHU REDD+ PROJECT,Brazil,VM0015,REDD,35168,64,358359.61904761905,3451.2488524429837,12.0,0.1875
4861,Rivulis Climate Row Crops in Europe (RCRC),Italy,VM0042,ALM,6346,5,123195.5,326.89275176447194,3.0,0.6
4860,Community Based Agroforestry Project,India,AR-ACM0003,ALM,74853,1,,,,
4858,The Nkuba REDD+ Project,"Congo, The Democratic Republic of The",AR-AMS0007,REDD,256808,1,,,,
4857,AWA REDD+ PROJECT,Brazil,VM0007,REDD,503182,38,753054.4324324324,336220.2175826348,24.0,0.631578947368421
4856,ALA HONKO BLUE CARBON MADAGASCAR,Madagascar,VM0033,ARR; WRC,18204,1,,,,
4854,Reduction of deforestation and degradation in the Bahuaja sonene national park in the Puno region - Perú,Peru,VM0015,REDD,118095,9,476452.5,29271.394367749144,3.0,0.3333333333333333
4855,Improved Agriculture Land Management in Argentina,Argentina,VM0042,ALM,5845,7,571450.1666666666,59.78478438335685,1.0,0.14285714285714285
4852,Expanding Green Cover though afforestation in the Himalayan Region of Uttarakhand through communities-leading towards ownership and sustainability,India,AR-ACM0003,ARR,144219,56,217933.81818181818,95437.78076538666,42.0,0.75
4853,Central Cardamom REDD+ Project,Cambodia,VM0048,REDD,300000,1,,,,
4851,Incentivising Smallholder Farmers to Transition to Low-Emissions Agriculture and Agroforestry,India,VM0042,ALM,463650,27,823624.8461538461,261006.35927130005,22.0,0.8148148148148148
4847,Timor-Leste Mangrove Restoration Project,Timor-Leste,VM0033,ARR,7073,1,,,,
4850,AMAZONAS APD GROUPED PROJECT,Brazil,VM0007,REDD,576542,38,751071.7297297297,442568.485281177,25.0,0.6578947368421053
4843,Shanxi Danfeng IFM Project,China,VM0003,IFM,20748,2,239399.0,1798.1675111424859,1.0,0.5
4845,Cameroon Mangrove Ecosystem Restoration & Resilience (CAMERR),Cameroon,VM0033,ARR,15662,1,,,,
4842,Carbon Smart Cropping and Pasture Systems USA II,United States,VM0042,ALM,2864037,11,581847.2,14097701.144508388,11.0,1.0
4840,‘Qarlbo’ Afforestation Through High-Quality Timber Over Degraded Grasslands,Uruguay,AR-ACM0003,ARR,2818,9,9446.625,840.630807298903,3.0,0.3333333333333333
4841,Ana Primavesi – Sustainable Farming and Restoration Program,Brazil,AR-ACM0003,ARR,10870,22,563154.9047619047,209.81243171442384,7.0,0.3181818181818182
4837,Shandong Dongying alm project,China,VM0042,ALM,132290,69,335019.17647058825,52237.738401629686,26.0,0.37681159420289856
4838,Ruvuma Wilderness Project,Tanzania,VM0048,REDD,622735,2,197030.0,1968222.5053291377,2.0,1.0
4835,eAgronom sustainable farming in Central and Eastern Europe,Poland,VM0042,ALM,285114,4,384148.6666666667,211610.76439850542,2.0,0.5
4833,EKEN IFM SWEDEN NORTH #1,Sweden,VM0045,IFM,109640,1,,,,
4834,Seringal Rio Branco REDD+ Project,Brazil,VM0007,REDD,110886,38,763657.027027027,16101.082764690957,8.0,0.21052631578947367
4825,EVERGREEN II REDD+ PROJECT,Brazil,VM0007,REDD,206367,38,761076.4594594594,55956.715202105814,15.0,0.39473684210526316
4820,Land Life Reforestation and Restoration of Degraded Land in Colorado,United States,AR-ACM0003,ARR,5988,1,,,,
4821,Land Life Reforestation and Restoration of Degraded Land in Portugal,Portugal,AR-ACM0003,ARR,2000,1,,,,
4822,Land Life Reforestation and Restoration of Degraded Land in Australia - A,Australia,AR-ACM0003,ARR,6321,3,3352.5,11917.983892617449,3.0,1.0
4814,Marudi Peat Swamp Forest Conservation and Restoration Project,Malaysia,VM0007,ARR; REDD; WRC,1765482,1,,,,
4815,URSTAMM GROUPED PROJECT IFM SWITZERLAND & PILOT PROJECT KELLERAMT,Switzerland,VM0012,IFM,487,1,,,,
4811,Panna Afforestation and Reforestation Project,India,VM0047,ARR,3968,37,205303.61111111112,76.69141285332157,5.0,0.13513513513513514
4806,ATIV Carbon,Portugal,VM0047,ARR,1117,3,974.0,1280.994866529774,2.0,0.6666666666666666
4807,BURKINA FASO AGRICULTURAL CARBON PROJECT (BUFACAP),Burkina Faso,VM0042,ALM,519539,1,,,,
4802,Rio Muru REDD+ Project,Brazil,VM0007,REDD,345876,38,757305.9459459459,157968.1343008217,19.0,0.5
4801,Agroforestry Initiative through carbon finance to strengthen rural livelihoods and ecosystems in India,India,AR-ACM0003,ARR,41100,56,219808.70909090908,7684.909333148269,30.0,0.5357142857142857
4800,National Shale Oil Low-Carbon Intelligent Demonstration Base Carbon Sink Afforestation Project,China,AR-AMS0007,ARR,497,2,373.0,662.2225201072386,2.0,1.0
4798,"BAULU PROJECT, DEMOCRATIC REPUBLIC OF CONGO","Congo, The Democratic Republic of The",VM0010,IFM,591398,1,,,,
4796,CACHOEIRA PORTEIRA CONSERVATION PROJECT,Brazil,VM0010,IFM,567544,1,,,,
4788,Rizome Kawayan Project 1,Philippines,VM0047,ARR,26459,6,257688.8,2716.7602200794136,2.0,0.3333333333333333
4789,Regenerative Agriculture and Forestry Technologies (RAFT) 1,Malawi,VM0042,ALM,400000,2,10000.0,16000000.0,2.0,1.0
4787,SUSTAINABLE PERENNIAL ORCHARDS IN ISRAEL (SPOI),Israel,VM0042,ALM,163,6,113216.2,0.23467489634875574,1.0,0.16666666666666666
4782,South Barito Kapuas Project,Indonesia,VM0007,REDD; WRC,1113970,8,2704334.0,458866.82669374417,4.0,0.5
4780,Sichuan Ganluo IFM (conversion of logged to protected forest) Project,China,VM0010,IFM,45924,68,95688.71641791044,22040.36019031861,27.0,0.39705882352941174
4773,Vencedor Guajoya REDD+,Peru,VM0007,REDD,147110,9,696945.25,31051.72479473818,3.0,0.3333333333333333
4772,HORTICULTURE PLANTATION IN CENTRAL INDIA,India,AR-ACM0003,ARR,115000,56,218465.07272727272,60535.992481094756,41.0,0.7321428571428571
4770,Xinjiang Fuyun Improved Grassland Management Project,China,VM0026,ALM,437629,40,383447.76923076925,499466.047292972,30.0,0.75
4771,Xinjiang Kalamaili Improved Grassland Management Project,China,VM0026,ALM,379773,40,384931.25641025644,374683.8666052193,27.0,0.675
4767,PROMOTING REGENERATIVE AGRICULTURE AND GROWTH THROUGH INCOME GENERATION,India,VM0042,ALM,5326066,27,636608.8461538461,44559511.24106857,27.0,1.0
4768,REGENERATIVE AGRICULTURE IN THE GANGA-BASIN FOR FARMER INCOME AND CLIMATE IMPACT,India,VM0042,ALM,6776,27,841196.9230769231,54.581959040049156,10.0,0.37037037037037035
4765,Yabu Ala Improved Grassland Management Project,China,VM0026,ALM,313084,40,386641.23076923075,253520.79202982053,23.0,0.575
4766,Tamusu Improved Grassland Management Project,China,VM0026,ALM,309183,40,386741.25641025644,247178.50993273244,22.0,0.55
4759,Improved cropland management project in Yunlong,China,VM0042,ALM,77400,69,335826.3823529412,17838.860538669447,9.0,0.13043478260869565
4760,HEBEI WEI COUNTY IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT,China,VM0042,ALM,163637,69,334558.1911764706,80037.10109394931,37.0,0.5362318840579711
4763,Mixed afforestation with native and non-native species in Argentina-I,Argentina,AR-ACM0003,ARR,27594,3,12740.0,59766.78461538462,3.0,1.0
4761,REDD+ Estrela Acapuzinho,Brazil,VM0007,REDD,373913,38,756548.1891891892,184801.0920743049,21.0,0.5526315789473685
4753,Fangcheng Improved Cropland Management Project,China,VM0042,ALM,228698,69,333601.4117647059,156782.23580447535,42.0,0.6086956521739131
4751,BULGARIAN SUSTAINABLE FARMING CARBON PROJECT,Bulgaria,VM0042,ALM,179199,2,76200.0,421421.0183858268,2.0,1.0
4744,Panambi REDD+ Project: Forest Conservation in the Paraguayan Chaco,Paraguay,VM0007,REDD,110637,7,884490.3333333334,13839.095021954263,4.0,0.5714285714285714
4746,Carbono Rural Paraguayan Chaco,Paraguay,VM0042,ALM,268028,1,,,,
4747,Pantanal REDD+ Program,Brazil,VM0007,REDD,187718,38,761580.4864864865,46269.63026136472,14.0,0.3684210526315789
4748,RESTORED PRODUCTIVE LANDSCAPES IN THE MAGDALENA RIVER MIDDLE BASIN IN COLOMBIA,Colombia,AR-ACM0003,ARR,231,13,38146.833333333336,1.3988317073064167,1.0,0.07692307692307693
4749,TAJIMAT PUJUT - El buen vivir - Restauración y conservación de los bosques Awajún del Alto Mayo,Peru,VM0047; VM0048,ARR; REDD,292712,1,,,,
4750,WANAMEI (Árbol de vida) Conservando los bosques de Amarakaeri,Peru,VM0048,REDD,276418,6,134888.8,566443.6982462592,5.0,0.8333333333333334
4743,Yvoty REDD+ Project: Forest Conservation in Eastern Paraguay,Paraguay,VM0007,REDD,478920,7,823109.8333333334,278655.84532157413,5.0,0.7142857142857143
4739,Land Life Reforestation and Restoration of Degraded Land in Spain - B,Spain,AR-ACM0003,ARR,1990,3,1347.0,2939.940608760208,3.0,1.0
4741,Land Life Reforestation and Restoration of Degraded Land in Spain - A,Spain,AR-AM0003,ARR,1169,1,,,,
4734,Tang River Improved Cropland Management Project,China,VM0042,ALM,394130,69,331168.5882352941,469061.5668827642,51.0,0.7391304347826086
4732,"NatureRe assisted natural regeneration project in degraded lands in Antioquia, Colombia",Colombia,AR-ACM0003,ARR,37467,13,35043.833333333336,40057.72073070393,9.0,0.6923076923076923
4729,Reforestation activities in Brazil for carbon removals from the atmosphere,Brazil,AR-ACM0003,ARR,4391,22,563463.4285714285,34.218513611226896,4.0,0.18181818181818182
4730,Xinjiang Habahe Improved Grassland Management Project,China,VM0026,ALM,197077,40,389615.76923076925,99686.27298038205,8.0,0.2
4727,Rabo Carbon Bank Trees for Farmers (TFF) Brazil ARR Grouped Project,Brazil,VM0047,ARR,70883,16,339840.2,14784.594903722396,7.0,0.4375
4724,Xinjiang Altay Improved Grassland Management Project,China,VM0026,ALM,757366,40,375249.3846153846,1528592.1349182758,37.0,0.925
4725,Livestock 2040/ Uruguay,Uruguay,VM0042,ALM,610,1,,,,
4718,Hainan Baisha Improved Forest Management Project,China,VM0010,IFM,21770,68,96049.22388059701,4934.271000348391,7.0,0.10294117647058823
4720,Reforestation of Lands for Multiple Purposes as a Sustainable Development Driver,Brazil,AR-ACM0003,ARR,5403,22,563415.2380952381,51.81331108241236,5.0,0.22727272727272727
4714,Kajiado Rangelands Carbon Project,Kenya,VM0032,ALM,915139,3,1243612.0,673424.9824873031,2.0,0.6666666666666666
4712,Permaculture initiative through community participation,"Congo, The Democratic Republic of The",AR-ACM0003,ARR,410738,2,166669.0,1012220.056783205,2.0,1.0
4713,Enhancing rural livelihoods of farmers through carbon finance,India,VM0047,ARR,113743,37,202254.30555555556,63966.35173458057,21.0,0.5675675675675675
4708,Tasar Forest Carbon Project,India,AR-ACM0003,ARR,43299,56,219768.72727272726,8530.801557918738,31.0,0.5535714285714286
4709,Strengthening rural livelihood through carbon finance: Agroforestry practices in Gorakhpur Forest Circle of Uttar Pradesh,India,AR-AMS0007,ARR,36813,13,20032.333333333332,67650.48017371916,12.0,0.9230769230769231
4704,Yecheng Grassland Sustainable Management Project (Phase 2),China,VM0026,ALM,316849,40,386544.6923076923,259719.74469923967,24.0,0.6
4702,Chahar Right Rear Banner Improved Grassland Management Project,China,VM0026,ALM,375965,40,385028.89743589744,367114.47417666356,26.0,0.65
4698,Hive Ecosystems project,South Africa,AR-ACM0003,ARR,33749,7,123504.33333333333,9222.307997290243,3.0,0.42857142857142855
4699,Baviaanskloof Carbon Project,South Africa,AR-ACM0003,ARR,18268,7,126084.5,2646.794998592214,1.0,0.14285714285714285
4690,Ningxia Pengyang 2021-2023 Afforestation Project,China,AR-ACM0003,ARR,53294,66,290062.4769230769,9791.857485769247,13.0,0.19696969696969696
4691,Shaanxi Ningshan IFM (convesion of logging to protected forest) Project,China,ACM0010,IFM,140594,1,,,,
4686,PUR - Agroforestry in coffee landscapes of Costa Rica,Costa Rica,AR-AMS0007,ARR,2110,1,,,,
4687,Tueré REDD+ Project,Brazil,VM0015,REDD,862557,64,345226.4603174603,2155120.3739274065,57.0,0.890625
4689,Ateles REDD+,Brazil,VM0015,REDD,803046,64,346171.07936507935,1862902.23694826,56.0,0.875
4681,YBYRÁ REDD+ Project,Brazil,VM0015,REDD,241612,64,355082.7301587302,164402.13388554385,43.0,0.671875
4676,Knollwood Improved Forest Management Project,United States,VM0003,IFM,3814,7,185554.83333333334,78.39513387327555,1.0,0.14285714285714285
4674,Selva Norte Conservation Project (CSN+),Peru,VM0015,REDD,1246187,9,335441.0,4629672.696447363,9.0,1.0
4668,Alxa Left Banner Improved Grassland Management Project,China,VM0026,ALM,301115,40,386948.1282051282,234321.44159884413,20.0,0.5
4670,"SOIL CARBON MANAGEMENT FOR IMPROVED GRASSLAND: LIMPOPO-LIPADI, BOTSWANA",Botswana,VM0032,ALM,10000,1,,,,
4671,ANGELIM REDD+ Project,Brazil,VM0015,REDD,82582,64,357607.01587301586,19070.617804717975,24.0,0.375
4660,Legacy Forest Climate Initiative,United States,VM0010,IFM,163000,1,,,,
4659,One Mara Carbon Project,Kenya,VM0042,ALM,127717,7,465198.5,35063.810586233616,3.0,0.42857142857142855
4656,Guangdong Foshan Improved Forest Management Project,China,VM0010,IFM,1586,68,96350.4776119403,26.106730992356574,1.0,0.014705882352941176
4658,Lavardin Improved Forest Management through the Extension of Rotation Age,Uruguay,VM0003,IFM,12679,1,,,,
4655,Improved Grazing Management in Mosaic Forest - Grasslands Landscapes in the Centre-North of Argentina.,Argentina,VM0032,ALM,9726,1,,,,
4652,The Revive Project,New Zealand,VM0047,ARR,10000,2,150166.0,665.9297044603971,1.0,0.5
4651,The New Zealand Indigenous Forest Regeneration Project,New Zealand,VM0012,IFM,10000,2,10000.0,10000.0,1.5,0.75
4644,Scarcies Mangrove Rewilding Project,Sierra Leone,VM0033,ARR; WRC,78000,2,176391.0,34491.55569161692,1.0,0.5
4646,"TIST Program in Kenya, VCS-011",Kenya,AR-ACM0003,ARR,649750,3,92365.5,4570700.775722537,3.0,1.0
4633,Fortaleza Ituxi II REDD+,Brazil,VM0007,REDD,592928,38,750628.8648648649,468358.7717443982,26.0,0.6842105263157895
4631,"Ambrosia Agroforestry System, Nagua, Dominican Republic ",Dominican Republic,VM0042,ARR,181,1,,,,
4632,"Cuango Farm, Afforestation Colon, Panama",Panama,ACM0003,ARR,2987,1,,,,
4629,Lishu Blackland Conservation Project in Jilin Province,China,VM0042,ALM,55509,69,336148.3088235294,9166.33819097269,4.0,0.057971014492753624
4630,AGROFORESTRY PLANTATIONS TO ENHANCE THE LIVELIHOOD OF RURAL COMMUNITIES IN INDIA,India,AR-AMS0007,ARR,8361,13,22403.333333333332,3120.353563457819,7.0,0.5384615384615384
4626,Regeneration Meghalaya,India,AR-ACM0003,ARR,310289,56,214914.36363636365,447988.96589296876,48.0,0.8571428571428571
4627,"Trees for Livelihood in Madhya Pradesh, India",India,AR-ACM0003,ARR,3864,56,220485.72727272726,67.71638320847815,4.0,0.07142857142857142
4623,REDD+ Mwali Project,Comoros,VM0015,REDD,22061,1,,,,
4621,Shandong Ju County ALM Project,China,VM0042,ALM,134210,69,334990.9411764706,53769.58563936584,27.0,0.391304347826087
4617,"Kwango River Project, Democratic Republic of Congo","Congo, The Democratic Republic of The",AR-ACM0003,ARR,166669,2,410738.0,67630.83902877259,1.0,0.5
4619,Ñangareko Forest Reserve,Paraguay,VM0007,REDD,78500,7,889846.5,6925.070784680279,3.0,0.42857142857142855
4615,PANÃMA REDD+ PROJECT,Brazil,VM0048,REDD,179803,11,410226.2,78808.03032327043,5.0,0.45454545454545453
4609,Hainan Jinhua IFM(Coversion of logged to protected forest)  Project,China,VM0010,IFM,82881,68,95137.11940298507,72203.78548464298,44.0,0.6470588235294118
4613,ENHANCING INCOME FOR SMALLHOLDER FARMERS THROUGH HORTICULTURE-BASED CULTIVATION IN THE WESTERN REGION OF INDIA,India,AR-ACM0003,ARR,7642,56,220417.03636363638,264.95304066993003,8.0,0.14285714285714285
4606,Qinghai Gangcha Improved Grassland Management Project,China,VM0026,ALM,125862,40,391441.7948717949,40468.961801047146,5.0,0.125
4607,KOSHER BLUE CARBON -1,India,VM0033,ARR,82879,3,30446.5,225606.5111260736,3.0,1.0
4602,"REDD Carbon and Biodiversity Project, Greater El Rey Area, Jujuy, Argentina",Argentina,VM0009,REDD,85240,1,,,,
4598,Enhancing Livelihoods of Farmers in Gujarat through Agroforestry Plantations by SHBVM,India,AR-AMS0007,ARR,6465,13,22561.333333333332,1852.5600585071804,6.0,0.46153846153846156
4596,Carbon Emission Reduction Project through Improved Water Management in Bio-farming,Japan,VM0042,ALM,5205,1,,,,
4591,PIEMONTE BAMBOO,Italy,AR-ACM0003,ARR,1974411,3,141713.0,27508406.40534743,3.0,1.0
4592,Symbiosis Continuous Cover Forest Project,Brazil,AR-ACM0003,ARR,687480,22,530935.380952381,890181.3052130907,19.0,0.8636363636363636
4587,Boreal Wildlands Forest Carbon Offset Project,Canada,VM0034,IFM,179566,11,46437.9,694345.5314732147,10.0,0.9090909090909091
4579,REGENERATIVE AGRICULTURE AND CARBON PROJECT IN SPAIN,Spain,VM0042,ALM,10060,2,47124.0,2147.6020711314827,1.0,0.5
4574,MAHARASHTRA AND GUJARAT INITIATIVE FOR REGENERATIVE AGRICULTURE AND INCOME CREATION,India,VM0042,ALM,369451,27,827247.8846153846,164997.75211206573,21.0,0.7777777777777778
4577,GROUPED ARR PROJECT IN TELANGANA,India,AR-ACM0003,ARR,35794,56,219905.18181818182,5826.1948418264565,29.0,0.5178571428571429
4563,ALLCOT BLUE CARBON MANGROVE PROJECT IN SENEGAL (ABC  Mangrove Senegal),Senegal,VM0033,WRC,71548,1,,,,
4561,Shandong Zhucheng ALM Project,China,VM0042,ALM,173573,69,334412.07352941175,90091.20397786792,38.0,0.5507246376811594
4557,Strengthening rural livelihood through carbon finance: Agroforestry practices in Bareilly Forest Circle of Uttar Pradesh,India,AR-AMS0007,ARR,18382,13,21568.25,15666.450639249822,10.0,0.7692307692307693
4551,Hubei Badong IFM PROJECT,China,VM0010,IFM,27123,68,95969.32835820895,7665.544206521207,11.0,0.16176470588235295
4552,UÁKIRY REDD+ AUDD  GROUPED PROJECT,Brazil,VM0015,REDD,147028,64,356584.0634920635,60623.104050978254,35.0,0.546875
4545,Sodom Hanba Improved Grassland Management Project,China,VM0026,ALM,408247,40,384201.1538461539,433797.79404758924,28.0,0.7
4543,Leconi Agroforestry Project in Haut-Ogooue (LAPHO),Gabon ,AR-ACM0003,ARR,1054763,1,,,,
4542,Amazônidas REDD+ AUDD Grouped Project,Brazil,VM0015,REDD,258235,64,354818.873015873,187941.84947996493,46.0,0.71875
4539,Community-Based Mangrove Conservation and Restoration in Sierra Leone,Sierra Leone,VM0033,ARR; REDD; WRC,258000,1,,,,
4540,THE NAGALAND 4 CHANGE REDD+ PROJECT,India,VM0007,REDD,200000,2,239250.0,167189.13270637408,1.0,0.5
4541,SUNDARI MANGROVE RESTORATION PROJECT IN THE INDIAN SUNDARBANS,India,VM0033,ARR; WRC,8497,5,54872.5,1315.75942411955,1.0,0.2
4536,REDD+ Esteros y Manglares,Colombia,VM0007,REDD; WRC,44167,2,127026.0,15356.886692488151,1.0,0.5
4532,INTELLIGENT AGRICULTURE OF THE MEDITERRANEAN,Italy,AR-ACM0003; VM0042,ALM,170419,1,,,,
4525,The Republic of the Congo Improved Forest Management Project,Congo,VM0010,IFM,2657020,2,413560.0,17070691.75065287,2.0,1.0
4527,basilicata bamboo,Italy,AR-AMS0007,ALM,206737,1,,,,
4528,Sichuan Lizhou Improved Forest Management Project,China,VM0010,IFM,37757,68,95810.6119402985,14879.26045069323,22.0,0.3235294117647059
4529,Shaanxi Fengxian Improved Forest Management Project,China,VM0010,IFM,27812,68,95959.04477611941,8060.807043303299,13.0,0.19117647058823528
4520,Muara Teweh Conservation Project,Indonesia,VM0010,IFM,756925,5,761993.75,751889.9671093103,3.0,0.6
4518,Qitai Shuifa Improved Grassland Management Project,China,VM0026,ALM,180008,40,390053.4358974359,83072.92560940368,7.0,0.175
4516,Dongzong Sustainable Grassland Management Project,China,VM0026,ALM,498372,40,381890.25641025644,650382.2661481483,32.0,0.8
4513,Argentina Gran Chaco Region REDD+ Project,Argentina,VM0007,REDD,33035,1,,,,
4500,Improved cropland management project in Fan,China,VM0042,ALM,74250,69,335872.70588235295,16414.142630366267,7.0,0.10144927536231885
4501,Improved cropland management project in Qingfeng,China,VM0042,ALM,112500,69,335310.20588235295,37744.899433334205,18.0,0.2608695652173913
4502,Improved cropland management project in Jiaoqu,China,VM0042,ALM,156240,69,334666.9705882353,72940.98236552457,35.0,0.5072463768115942
4503,Improved cropland management project in Zhaozhou,China,VM0042,ALM,450000,69,330346.9705882353,612991.8480542338,52.0,0.7536231884057971
4504,Improved cropland management project in Keyouqianqi,China,VM0042,ALM,598500,69,328163.14705882355,1091537.100403879,56.0,0.8115942028985508
4505,Improved cropland management project in Hengshan,China,VM0042,ALM,119925,69,335201.01470588235,42905.614822256124,21.0,0.30434782608695654
4506,Improved cropland management project in Yuli,China,VM0042,ALM,155925,69,334671.60294117645,72646.15644510869,34.0,0.4927536231884058
4507,Improved cropland management project in Zhaoyuan,China,VM0042,ALM,299250,69,332563.8823529412,269273.2652337826,47.0,0.6811594202898551
4509,Brazil Pastureland Regeneration with Native Palm Silvopasture,Brazil,VM0047,ARR,42396,16,341739.3333333333,5259.625219221668,2.0,0.125
4511,Silvador Climate Action,Romania,VM0012,IFM,11096,4,22408.666666666668,5494.357064231101,2.0,0.5
4495,"Working Trees supporting eastern US Silvopasture, Project 1",United States,Methodology Under Development,ARR,1000000,1,,,,
4497,Amazon Partners 20,Brazil,VM0015,REDD,173023,64,356171.44444444444,84052.10186261735,37.0,0.578125
4490,Maodeng Pasture Improved Grassland Management Project,China,VM0026,ALM,43808,40,393545.74358974356,4876.5382303324595,3.0,0.075
4488,Agroforestry For Livelihoods,Rwanda,AR-ACM0003,ARR,114090,2,51964.0,250491.26510661226,2.0,1.0
4489,RIWNE OBLAST FOREST PRESERVATION PROJECT (Conversion of logged to protected forest),Ukraine,VM0010,IFM,297696,1,,,,
4483,Inner Mongolia Hinggan League Improved Grassland Management Project,China,VM0026,ALM,27615,40,393960.9487179487,1935.694965406242,1.0,0.025
4485,Mejuruá Project,Brazil,VM0007,REDD,2677281,38,694295.0,10323902.01997854,36.0,0.9473684210526315
4481,Restore Africa: Restoring trees and livelihoods in Kenya,Kenya,Methodology Under Development,ARR,44788,1,,,,
4480,REDD++ Manglares del Bajo Baudo,Colombia,VM0007,REDD; WRC,127026,2,44167.0,365331.6882740508,2.0,1.0
4476,Grouped Project Sapucaia Sustainable Forests,Brazil,Methodology Under Development,ARR,174095,1,,,,
4473,Karidja forest restoration project,Cote D'Ivoire,Methodology Under Development,ARR,878000,1,,,,
4474,Santa Nicolasa North Patagonia Regenerative Grazing Project,Argentina,VM0026,ALM,71123,2,24952.0,202728.48384899006,2.0,1.0
4475,Kijani Forestry smallholder farmer forestry project,Uganda,AR-ACM0003,ARR,316293,6,129528.8,772347.6311754605,5.0,0.8333333333333334
4462,Forestal RioAquidaban (FRA),Paraguay,AR-AMS0007,ARR,4500,2,12211.0,1658.3408402260256,1.0,0.5
4463,Land Life Reforestation and Restoration on Degraded Land in Australia,Australia,AR-ACM0003,ARR,4500,3,4263.0,4750.175932441943,2.0,0.6666666666666666
4455,XINJIANG MAKIT COUNTY WINDBREAK AND SAND FIXATION ECOLOGICAL FOREST CONSTRUCTION BASE PROJECT,China,AR-ACM0003,ARR; IFM,239836,2,706810.0,81381.56915719925,1.0,0.5
4456,CREATING LIVELIHOOD OPPORTUNITIES AND CARBON CREDIT INCOME FOR SMALLHOLDER FARMERS THROUGH HORTICULTURAL PLANTATIONS IN BANGLADESH,Bangladesh,AR-ACM0003,ARR,567407,1,,,,
