resourceIdentifier,resourceName,country,protocols,protocolSubCategories,estAnnualEmissionReductions,n_peers,loo_mean,M1,M2,M4
5433,Project Colobus | Forest Ecosystem Restoration In Eastern Ghana,Ghana,VM0047,ARR,77220,5,298385.0,19984.00857951975,2.0,0.4
5430,Cultivar Progresso REDD+ Project,Brazil,VM0015,REDD,57983,64,357997.4761904762,9391.206677700708,19.0,0.296875
5427,Community-Based Mangrove Conservation and Restoration in Guinea,Guinea,VM0007; VM0033,WRC,322876,1,,,,
5418,Salvador WMA Baldcypress Restoration Project,United States,VM0033,ARR; WRC,61778,1,,,,
5417,Bosland Growth—Appalachian Mineland Reforestation,United States,VM0047,ARR,6591,5,2291365.75,18.958684793119563,1.0,0.2
5415,Vale do Rio Branco REDD+ Grouped Project,Brazil,VM0007,REDD,164017,38,762221.0540540541,35293.667297587184,11.0,0.2894736842105263
5412,Hubei Improved Cropland Management Project Phase I,China,VM0042,ALM,98697,69,335513.1911764706,29033.427195047163,14.0,0.2028985507246377
5404,Atebubu and Wiase Forest Landscape Restoration Project,Ghana,VM0047,ARR,109853,5,290226.75,41580.18380111413,3.0,0.6
5402,Improved Forest Management Project in the Mesopotamia Region of Argentina,Argentina,VM0003,IFM,4354,1,,,,
5403,Reforestation Project in Northern Argentina,Argentina,VM0047,ARR,34188,13,50399.166666666664,23191.243453099425,6.0,0.46153846153846156
5401,Regenerating Landscapes: Agroforestry Initiative in India,India,VM0047,ARR,424726,37,193615.88888888888,931701.2984379727,35.0,0.9459459459459459
5400,Mangrove Restoration and Biodiversity Conservation for Coastal Communities of India,India,VM0033,ARR; WRC,82861,5,36281.5,189240.94431046126,5.0,1.0
5399,Regenerating Rajasthan - Climate Aligned Economic Development,India,VM0047,ARR,223066,37,199217.55555555556,249769.35500106527,28.0,0.7567567567567568
5398,La Florida Afforestation project with exotic and native species in Northeast Argentina,Argentina,VM0047,ARR,15151,13,51985.583333333336,4415.701167150508,5.0,0.38461538461538464
5396,Wonegizi REDD+ Pilot Project,Liberia,VM0048,REDD,114798,1,,,,
5397,Impact Forestry: 2024 Project 1,Estonia,VM0045,IFM,2374939,1,,,,
5395,Peatland Restoration Republic of Ireland,Ireland,VM0036,WRC,1198,1,,,,
5394,Kowen Antami REDD+ Project,Peru,VM0048,REDD,337066,6,122759.2,925498.7679619939,6.0,1.0
5389,Mombak Reforesting Brazil at Scale - Project 1,Brazil,VM0047,ARR,62807,16,340378.6,11589.210511471638,6.0,0.375
5390,Caiarara REDD+ Project,Brazil,VM0048,REDD,115280,11,416678.5,31893.842374876553,4.0,0.36363636363636365
5391,COLORADO REDD AUD PROJECT,Brazil,VM0015,REDD,26638,64,358495.01587301586,1979.3386590661685,8.0,0.125
5392,The regenerative and eco-oriented agriculture project in Ukraine,Ukraine,VM0042,ALM,1242240,3,571427.5,2700535.444303958,3.0,1.0
5386,ARR REECO Fronteiras Verdes,Brazil,VM0047,ARR,166649,16,333455.8,83285.0686687711,13.0,0.8125
5387,ARR Renascer das Serras,Brazil,VM0047,ARR,122326,16,336410.6666666667,44480.30861883095,11.0,0.6875
5383,Agroforestry plantations in Karnataka for greener tomorrow,India,VM0047,ARR,55290,37,203878.0,14994.183286082853,16.0,0.43243243243243246
5384,One Acre Fund Tanzania Agroforestry Program,Tanzania,VM0047,ARR,62965,4,268365.3333333333,14773.112367966058,2.0,0.5
5385,AF MADERA HIGH QUALITY TIMBER ON  SILVOPASTORAL PROJECT,Paraguay,VM0047,ARR,26260,3,314397.0,2193.3657127771576,1.0,0.3333333333333333
5382,UAE Afforestation Project,United Arab Emirates,VM0047,ARR,1975529,1,,,,
5376,Seeds of Recovery: The Ukrainian Regenerative Agriculture & Carbon Removal Program,Ukraine,VM0042,ALM,609823,3,887636.0,418960.1270441938,2.0,0.6666666666666666
5371,Kubu Peatland Project,Indonesia,VM0007,REDD; WRC,601277,8,2777575.8571428573,130161.7127032817,3.0,0.375
5369,Sierra del Divisor Conservation Corridor Grouped Project,Peru,VM0048,REDD,29141,6,184344.2,4606.588550114405,1.0,0.16666666666666666
5370,Forestal Sylvis Silvopastoral Carbon Project,Paraguay,VM0047,ARR,446243,3,104405.5,1907301.9625307096,3.0,1.0
5368,ReNew TARU ASSAM,India,VM0047,ARR,276890,37,197722.44444444444,387756.0401168417,29.0,0.7837837837837838
5365,Conservation and Restoration of Mangroves in the Coastal Blue Carbon Ecosystem of Egypt,Egypt,VM0033,ARR; WRC,263361,1,,,,
5360,Sumaq Allpa - Beautiful Land: Large-scale community-based afforestation in the Andes Highlands,Peru,VM0047,ARR,165321,3,7557.5,3616411.9141250416,3.0,1.0
5353,Life Climate Soil Carbon Project in Turkiye,Turkey,VM0042,ALM,30703,2,25000.0,37706.96836,2.0,1.0
5351,PROJECT BUFFALO | WESTERN GUINEAN LOWLAND FOREST ECOSYSTEM RESTORATION,Sierra Leone,VM0047,ARR,12520,3,121229.5,1293.0054153485744,1.0,0.3333333333333333
5345,THE SOUTPANSBERG RESTORATION AND CONSERVATION,South Africa,VM0047,ARR,1197385,2,1089531.0,1315915.5987530414,2.0,1.0
5347,ALM NaturAll Carbon Program: AMAGGI Regenerative Agriculture in Brazil,Brazil,VM0042,ALM,1153372,15,1756039.9285714286,757537.997137797,8.0,0.5333333333333333
5348,NATURALL CARBON PROGRAM: REGENERATIVE AGRICULTURE IN BRAZIL – PROJECT III,Brazil,VM0042,ALM,1562585,15,1726810.4285714286,1413977.9571779447,10.5,0.7
5343,STOCK CARBON MAZUAY,Brazil,VM0007,REDD,35922,38,765683.0810810811,1685.2796096500867,3.0,0.07894736842105263
5335,Boomitra grassland Restoration in Colombia,Colombia,VM0042,ALM,666484,2,841472.0,527885.5651239732,1.0,0.5
5333,"Forest Restoration in Mantiqueira, Brazil",Brazil,VM0047,ARR,15000,16,343565.73333333334,654.8965108278163,1.0,0.0625
5330,Western American Rangelands Regeneration Project,United States,VM0032,ALM,415103,2,15019.0,11472834.450296292,2.0,1.0
5325,Open Field Carbon Farming project,Israel,VM0042,ALM,522771,6,8694.6,31432097.90456145,6.0,1.0
5327,BOSQUES DE LAS SERRANÍAS AFFORESTATION AND CARBON SEQUESTRATION PROJECT,Uruguay,VM0047,ARR,14741,2,29442.0,7380.513586033558,1.0,0.5
5328,PROCARBONO IN BRAZIL,Brazil,VM0042,ALM,142830,15,1828221.5,11158.609008809928,3.0,0.2
5324,Sembrando Futuro Restoration Project,Colombia,VM0047,ARR,10740,6,36151.2,3190.699063931488,3.0,0.5
5318,Credits for Life - Regenerative Cacao Farming in Bahia,Brazil,VM0047,ARR; IFM,66000,1,,,,
5316,AGROFORESTRY SYSTEMS FOR NATURAL RESOURCE MANAGEMENT,India,VM0047,ARR,2245,37,205351.47222222222,24.543408164836087,4.0,0.10810810810810811
5315,Ecobase European Improved Forest Management Project,Estonia,VM0003,IFM,143702,1,,,,
5309,Developing Voluntary Carbon Market Project Through Mangrove Plantation in Gujarat,India,VM0033,ARR; WRC,69627,5,39590.0,122453.12273301338,4.0,0.8
5308,Gashaka Gumti Forest Carbon Project,Nigeria,VM0047,ARR,501505,1,,,,
5304,RIVULIS CLIMATE SUSTAINABLE ORCHARDS IN THE IBERIAN PENINSULA (RCSO),Portugal,VM0042,ALM,878,1,,,,
5305,Bella Bosque Vichada Afforestation Project,Colombia,VM0047,ARR,512,6,38196.8,6.862983286558036,1.0,0.16666666666666666
5299,Agoro Carbon Brazil Program,Brazil,VM0042,ALM,469563,15,1804883.4285714286,122162.68789365423,5.0,0.3333333333333333
5295,AGROFLORESTAL NOVO HORIZONTE REDD AUD PROJECT,Brazil,VM0015,REDD,94143,64,357423.50793650793,24796.646701185615,28.0,0.4375
5294,Maya Forest Corridor REDD project,Belize,VM0007,REDD,34213,7,207330.83333333334,5645.708118667026,2.0,0.2857142857142857
5289,Uruguay Grasslands Regeneration Project,Uruguay,VM0032,ALM,290944,1,,,,
5290,Iñapari Amazon REDD+ Project,Peru,VM0048,REDD,39290,6,182314.4,8467.263693926536,2.0,0.3333333333333333
5291,El Juramento,Argentina,VM0047,ARR,83844,13,46261.166666666664,151959.3396044919,12.0,0.9230769230769231
5287,V Carbon Nuku Nopan Project,Papua New Guinea,VM0007; VM0048,REDD,3856656,4,1062421.6666666667,13999898.504519705,4.0,1.0
5288,Reforesting Reclaimed Appalachian Mine Lands,United States,VM0047,ARR,200000,5,2243013.5,17833.151695252836,4.0,0.8
5282,The Rubeho Mountains Carbon Project,Tanzania,VM0047; VM0048,ARR; REDD,524239,1,,,,
5283,Seram Climate and Conservation (SERCOVA),Indonesia,VM0010,IFM,1164474,5,660106.5,2054213.5196002463,5.0,1.0
5278,Carbon Credit Ukraine Initiative,Ukraine,VM0042,ALM,533032,3,926031.5,306817.9786799909,1.0,0.3333333333333333
5276,Agricultural Land Management in Malawi,Malawi,VM0042,ALM,10000,2,400000.0,250.0,1.0,0.5
5273,CCB - VCS Project ID 15 dec 2023 – Bosques Cautin S.A. Forest Carbon Project II,Chile,VM0010,IFM,78951,1,,,,
5271,Zambruss REDD+ Project,Zambia,VM0015,REDD,96459,4,4430528.666666667,2100.051569692285,1.0,0.25
5250,eAgronom Project for the Improvement of EU Soils Health,Spain,VM0042,ALM,47124,2,10060.0,220742.6815109344,2.0,1.0
5239,Pilot studies on modified agronomic and water management practices in rice ecosystem for carbon credit program TNAU,India,VM0042,ALM,2000,27,841380.6153846154,4.754090986718898,8.0,0.2962962962962963
5240,Reducing GHG emissions in irrigated crops through micro-irrigation in different agroecological regions of India,India,VM0042,ALM,100,27,841453.6923076923,0.011884195281828207,1.5,0.05555555555555555
5241,Promotion of dryland horticulture for higher carbon credits and income generation,India,VM0047,ARR,1373,37,205375.69444444444,9.178929401063769,3.0,0.08108108108108109
5242,Evaluation of Soil Organic Carbon Sequestration under Natural Farming Condition: Enhancing Soil Quality and Capitalizing on Carbon Markets,India,VM0042,ALM,400,27,841442.1538461539,0.19014973194372883,4.5,0.16666666666666666
5244,Participatory sustainable regenerative agriculture and agroforestry system for voluntary carbon market,India,VM0047,ARR,472,37,205400.72222222222,1.0846310450601575,1.0,0.02702702702702703
5246,Carbon Credit Farming through Sustainable Agriculture Approaches in the Upper Indo-Gangetic Plains,India,VM0042,ALM,400,27,841442.1538461539,0.19014973194372883,4.5,0.16666666666666666
5247,Soil carbon sequestration and greenhouse gas reduction through sustainable agricultural practices for central India.,India,VM0042,ALM,1470,27,841401.0,2.5682165816299243,7.0,0.25925925925925924
5248,Harnessing the Benefits of Carbon Farming vis-à-vis Carbon Credit for Balancing Economic Development with Climate Change Adaptation and Mitigation,India,VM0042,ALM,350,27,841444.0769230769,0.1455830557961117,3.0,0.1111111111111111
5249,EVOLVE SUSTAINABLE DAIRY FARMING PROJECT IN IRELAND,Ireland,VM0042,ALM,52109,1,,,,
5236,Carbon crediting in the rice-wheat system through crop residue management: a farmer participatory approach,India,VM0042,ALM,1295,27,841407.7307692308,1.993118126531631,6.0,0.2222222222222222
5234,Oman Blue Carbon,Oman,VM0033,ARR; WRC,130723,1,,,,
5233,Gut&Bösel: Living Soils Initiative,Germany,VM0042; VM0047,ALM; ARR,229808,1,,,,
5232,V Carbon Nuku Maimai Project,Papua New Guinea,VM0007; VM0048,REDD,1895234,4,1716229.0,2092909.4629889135,3.0,0.75
5227,Sustainable Agricultural Land Management Project by VISTA Green,India,VM0042,ALM,3787,27,841311.8846153846,17.046435765680787,9.0,0.3333333333333333
5225,Climate-Smart Rice Project in the Upper Pampanga River Integrated Irrigation Systems (UPRIIS),Philippines,VM0051,ALM,359146,1,,,,
5224,Carbon Mosaic Conservation and Restoration of Mangroves in Delta State,Nigeria,VM0033; VM0042,ALM; ARR; REDD; WRC,1935095,1,,,,
5221,Planting of trees for conservation of lands in different states in India,India,VM0047,ARR,333683,37,196144.86111111112,567663.8371164169,32.0,0.8648648648648649
5205,"Agroforestry for Enhancing the Smallholders’ Livelihood in Karnataka And Andhra Pradesh, India",India,VM0047,ARR,160686,37,200950.33333333334,128489.41411393527,24.0,0.6486486486486487
5207,Mangrove Restoration Initiative by LTIM in India,India,VM0033,ARR,3577,3,70097.5,182.5304611434074,1.0,0.3333333333333333
5202,MIXED AFFORESTATION IN THE PARANA BASIN III,Argentina,VM0047,ARR,46044,13,49411.166666666664,42906.29181662715,9.0,0.6923076923076923
5200,Together for the Forest Awaeté REDD+ Project,Brazil,VM0048,REDD,274920,11,400714.5,188615.60138203134,7.0,0.6363636363636364
5197,Reforestation through biodiverse Agroforestry Systems in the Amazon (Roraima State),Brazil,VM0047,ARR,143629,16,334990.4666666667,61581.72155247403,12.0,0.75
5193,MONGOLIA AFFORESTATION PROJECT (PHASE I),Mongolia,VM0047,ARR,856834,4,3794672.3333333335,193472.43689709879,2.0,0.5
5192,Djibouti Mangrove Restoration Program,Djibouti,VM0033; VM0047,ARR; REDD; WRC,45694,1,,,,
5191,CATALYZING COMMUNITY RESILIENCE  THROUGH CARBON FINANCE IN  ETHIOPIAN AFROMONTANE FORESTS,Ethiopia,VM0047,ARR,241990,2,3328.0,17595901.472355768,2.0,1.0
5187,BaCaSi,Congo,VM0047,ARR,388968,2,2757662.0,54863.904649663375,1.0,0.5
5184,Working Trees- Scaling Brazilian Silvopasture (WT-SBS),Brazil,VM0047,ARR,3416463,16,116801.53333333334,99932073.64032036,16.0,1.0
5183,Zhangye Improved Grassland Management Project Phase II,China,VM0042,ALM,235710,69,333498.29411764705,166595.16729162209,43.0,0.6231884057971014
5181,Silk Grass Farms Forest Conservation Project (REDD+),Belize,VM0007,REDD,86359,7,198639.83333333334,37544.719786816844,4.0,0.5714285714285714
5180,"Ganaderos Y Bosques Azuero: Reforestation of Riparian Areas and Rotational Grazing on Cattle Farms in the Azuero Peninsula, Panama",Panama,VM0042; VM0047,ALM; ARR,103516,1,,,,
5177,Lavushimanda Community Conservation Project,Zambia,VM0048,REDD,63163,2,203302.0,19623.83335628769,1.0,0.5
5175,Veracruz Mangroves for Life,Mexico,VM0033,ARR; WRC,60629,3,177912.0,20661.201273663384,2.0,0.6666666666666666
5176,Sustainable Silvopastoral Producers of the Argentine Pampas,Argentina,VM0047,ARR,5203,13,52814.583333333336,512.5707198927064,3.0,0.23076923076923078
5172,Project Akwaaba | Forest Ecosystem Restoration in Ghana,Ghana,VM0047,ARR,4965,5,316448.75,77.89958089580067,1.0,0.2
5170,Supporting Ancestral Domains: Carbon Finance for Climate Action and Sustainable Development in the Mount Mantalingahan Protected Landscape,Philippines,VM0048,REDD,316691,2,2400000.0,41788.82895041667,1.0,0.5
5169,Sembrando Futuro 2.0,Colombia,VM0047,ARR,3982,6,37502.8,422.80373732094665,2.0,0.3333333333333333
5164,Arbonics Afforestation Project Two,Latvia,VM0047,ARR,364,2,9875.0,13.417316455696202,1.0,0.5
5160,Fagnako: Agroforestry project in Madagascar,Madagascar,VM0047,ARR,45337,3,25822.5,79598.93770936198,2.0,0.6666666666666666
5162,Grouped Project ARR Serra Viva,Brazil,VM0047,ARR,61982,16,340433.6,11284.926998980125,5.0,0.3125
5158,Diebu Improved Grassland Management Project,China,VM0026,ALM,37728,40,393701.641025641,3615.4332003591944,2.0,0.05
5155,LAND MANAGEMENT BY ORGANIC FARMING PRACTICES IN INDIA,India,VM0042,ALM,275749,27,830851.8076923077,91517.53693862003,19.0,0.7037037037037037
5153,Kafue Zambezi Community Forest Project,Zambia,VM0015,REDD,954108,4,4144645.6666666665,219638.0942731172,2.0,0.5
5151,Reforestation carbon project in the pinatubo mountain region,Philippines,VM0047,ARR,679408,6,127099.0,3631777.043595937,6.0,1.0
5148,Tamba 20000,Senegal,VM0047,ARR,54497,2,20443.0,145278.23748960524,2.0,1.0
5147,Sustainable Agroforestry Initiative by LTIM in India,India,VM0047,ARR,92579,37,202842.19444444444,42253.88738508959,17.0,0.4594594594594595
5144,SHANDONG DEZHOU IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT,China,VM0042,ALM,866430,69,324223.0,2315384.6115173814,63.0,0.9130434782608695
5145,N’zi–Mafa Forest Restoration Project,Cote D'Ivoire,VM0047,ARR,83691,1,,,,
5142,KUZA MITI AGROFORESTRY CARBON PROJECT IN KENYA,Kenya,VM0047,ARR,84889,3,381183.5,18904.65437512379,1.0,0.3333333333333333
5140,THE BIWAL CARBON PROJECT,India,VM0042,ALM; ARR,92377,1,,,,
5137,Grand Katanga Reforestation Project,"Congo, The Democratic Republic of The",VM0047,ARR,489033,1,,,,
5134,Greening Farmlands: Plantations for Sustainable Growth and Restoration in Central and Eastern India,India,VM0047,ARR,304686,37,196950.33333333334,471355.1737883155,31.0,0.8378378378378378
5127,Restoration of burned-out forests through the carbon-sequestration plantation in forest-steppe zone,Russian Federation,VM0047,ARR,7215,1,,,,
5128,"Regeneration of the Kunene Highlands Elephant Landscape, Namibia",Namibia,VM0032,ALM,800506,1,,,,
5129,Montana Sustainable Grazing Project,United States,VM0032,ALM,15019,2,415103.0,543.4081685750284,1.0,0.5
5130,Nature Generator 2 Coahuila Sustainable Grazing Project,Mexico,VM0032,ALM,66011,1,,,,
5131,Appalachian Valley IFM Project,United States,VM0012,IFM,113744,3,24823.0,521197.9831607783,3.0,1.0
5125,Enhancing Agricultural Sustainability through Carbon Credits: Mzuri Improved Agricultural Management,Poland,VM0042,ALM,487,4,479024.3333333333,0.4951084600434355,1.0,0.25
5117,Agroforestry Corridors for Multi Cropping Systems in Brazil,Brazil,VM0047,ARR,114000,16,336965.73333333334,38567.719843323335,9.0,0.5625
5118,Farm Resilience and Regeneration in France and Belgium,France,VM0042,ALM,13849,3,377397.5,508.20368709384667,1.0,0.3333333333333333
5109,Improved cropland management project in Aktaw and Shufu,China,VM0042,ALM,102663,69,335454.8676470588,31419.104581571006,15.0,0.21739130434782608
5110,Improved cropland management project in Yanshou and Mulan,China,VM0042,ALM,116138,69,335256.70588235295,40231.96197821371,19.0,0.2753623188405797
5112,Wuhu Improved Agricultural Land Management Project,China,VM0042,ALM,485986,69,329817.76470588235,716099.6691813054,54.0,0.782608695652174
5106,Agroforestry Project in the Coffee Landscapes of Guatemala,Guatemala,VM0047,ARR,5473,2,4812500.0,6.22415148051948,1.0,0.5
5107,TERAKA MADAGASCAR: SMALLHOLDER TREE PLANTING PROGRAM,Madagascar,VM0047,ARR,1674,3,47654.0,58.80463339908507,1.0,0.3333333333333333
5096,Livelihood improvement by Shashwat agroforestry plantation through carbon Finance in Maharashtra,India,VM0047,ARR,12586,37,205064.22222222222,772.4770039521494,7.0,0.1891891891891892
5092,Zhiduo Sustainable Grassland Management Project,China,VM0026,ALM,110185,40,391843.76923076925,30983.60922985593,4.0,0.1
5090,Mount Kei Reforestation Project,Uganda,VM0047,ARR,32234,4,217731.66666666666,4772.070006659574,1.0,0.25
5087,KA'A PYAHU,Brazil,VM0007,REDD,297640,38,758609.6216216217,116778.86369359364,18.0,0.47368421052631576
5085,Tond Tenga,Burkina Faso,VM0047,ARR,92592,1,,,,
5084,Gannan Improved Grassland Management Project,China,VM0026,ALM,272468,40,387682.6666666667,191493.75870299418,17.0,0.425
5077,SEIKOPAI REDD+,Peru,VM0007,REDD,219500,9,687896.5,70039.96967567068,4.0,0.4444444444444444
5071,Mangrove afforestation and reforestation project in Cambodia,Cambodia,VM0033,ARR; REDD,28650,1,,,,
5075,Liza Protect Forest,Congo,VM0007,ARR; REDD,207510,1,,,,
5068,ARR REWILDING HUB IN GRAN CHACO ARGENTINA,Argentina,VM0047,ARR,254576,13,32033.5,2023161.3709397975,13.0,1.0
5069,Pepirí Carbon Project,Argentina,VM0047,ARR,48938,13,49170.0,48707.094651210085,11.0,0.8461538461538461
5067,Aeco Peatland Restoration Latvia #1,Latvia,VM0036,WRC,4000,1,,,,
5063,Delta Blue Carbon 2,Pakistan,VM0033,ARR; WRC,2013864,2,2407629.0,1684498.8204146072,1.0,0.5
5061,"Ganaderia y Bosques (GANBOS): Combining reforestation and rotational cattle grazing practices to restore degraded pastures in the provinces of Guanacaste, San Jose and Puntarenas in Costa Rica",Costa Rica,VM0042; VM0047,ALM; ARR,131931,1,,,,
5057,Xinghua Improved Agriculture Land Management Project,China,VM0042,ALM,96236,69,335549.3823529412,27600.6101726589,13.0,0.18840579710144928
5058,Sakahk Papakititamo (Forest Breathes),Canada,VM0034,IFM,254979,11,38896.6,1671464.6123568641,11.0,1.0
5059,ARC Restaura Azuero,Panama,VM0047,ARR,94090,1,,,,
5054,ETHIOPIA AGROFORESTRY PROJECT ON SMALL-SCALE COFFEE PARCELS,Ethiopia,VM0047,ARR,3328,2,241990.0,45.768767304434064,1.0,0.5
5055,Açaí REDD+ Project,Brazil,VM0007,REDD,248050,38,759949.8918918918,80964.28877280885,16.0,0.42105263157894735
5045,Nankang IMPROVED FOREST MANAGEMENT PROJECT,China,VM0010,IFM,16428,68,96128.95522388059,2807.4702712773887,2.0,0.029411764705882353
5047,"EARTH MAA LLC- BAMBOO, CASHEWNUT AND MANGO PLANTATIONS FOR FARMERS ECONOMIC UPGRADE",India,VM0047,ARR,44950,37,204165.22222222222,9896.408790919337,12.0,0.32432432432432434
5048,TİRYAKİ TURKIYE CARBON FARMING PROJECT,Turkey,VM0042,ALM,25000,2,30703.0,20356.31697228284,1.0,0.5
5049,Heilongjiang Zhaoyuan Improved Agricultural Land Management Project,China,VM0042,ALM,131510,69,335030.64705882355,51621.78520630509,25.0,0.36231884057971014
5050,Participatory Mangrove Restoration for Climate Action in Myanmar,Myanmar,VM0033,ARR; WRC,196274,3,159008.0,242273.86720165022,2.0,0.6666666666666666
5042,East Africa Soil and Biodiversity improvement project,Rwanda,VM0042,ALM,163620,1,,,,
5043,BRAZILIAN REGENERATIVE AGRICULTURE FOR CERRADO’S CARBON CREDIT (BRA-3C),Brazil,VM0042,ALM,237224,15,1821479.0714285714,30895.34601781825,4.0,0.26666666666666666
5044,ARAGUAIA REDD+ BOCALON PROJECT,Brazil,VM0015,REDD,33567,64,358385.0317460318,3143.946842619428,11.0,0.171875
5036,"Afforestation Project in Nantou, Taiwan",Taiwan,VM0047,ARR; IFM,156,1,,,,
